Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Month,Brand
FDD26,8.71,Regular,0.072141818,Fruits and Vegetables,183.3924,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2776.386,M8_August,Dorabjees
FDC22,6.89,Regular,0.136984147,Fruits and Vegetables,192.682,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2703.148,M8_August,Dorabjees
DRD27,18.75,Low Fat,0,Fruits and Vegetables,97.9042,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1686.4714,M8_August,Dorabjees
FDA44,,Low Fat,0.052964982,Fruits and Vegetables,57.793,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1754.383,M8_August,Dorabjees
FDW01,14.5,Low Fat,0,Fruits and Vegetables,154.4682,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1524.682,M8_August,Dorabjees
FDV32,,Low Fat,0.155316936,Fruits and Vegetables,64.151,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,316.255,M8_August,Dorabjees
FDK32,,Regular,0.048738407,Fruits and Vegetables,152.8682,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,5031.4506,M8_August,Dorabjees
NCA05,20.75,Low Fat,0,Fruits and Vegetables,149.4734,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2969.468,M8_August,Dorabjees
FDRegular0,17.6,Low Fat,0.010031539,Fruits and Vegetables,161.5552,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1787.0072,M8_August,Dorabjees
FDL22,16.85,Low Fat,0.036383293,Fruits and Vegetables,91.0488,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1086.5856,M8_August,Dorabjees
FDD10,20.6,Regular,0,Fruits and Vegetables,178.1344,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3568.688,M8_August,Dorabjees
FDW25,5.175,Low Fat,0.03736783,Fruits and Vegetables,86.9224,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,255.6672,M8_August,Dorabjees
FDR47,17.85,Low Fat,0.087604647,Fruits and Vegetables,196.9794,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1560.6352,M8_August,Dorabjees
DRF27,8.93,Low Fat,0.028461453,Fruits and Vegetables,152.234,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,5053.422,M8_August,Dorabjees
FDQ48,,Regular,0.034244601,Fruits and Vegetables,97.2726,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1957.452,M8_August,Dorabjees
FDS37,7.655,Low Fat,0.031938828,Fruits and Vegetables,114.1492,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1158.492,M8_August,Dorabjees
NCI18,18.35,Low Fat,0.014024028,Fruits and Vegetables,224.5746,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2692.4952,M8_August,Dorabjees
NCJ42,,Low Fat,0.014232071,Fruits and Vegetables,100.9332,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1743.0644,M8_August,Dorabjees
FDY48,14,Low Fat,0.023730384,Fruits and Vegetables,104.3332,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1435.4648,M8_August,Dorabjees
FDB39,11.6,Low Fat,0.038578846,Fruits and Vegetables,56.1272,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,671.1264,M8_August,Dorabjees
DRI37,15.85,Low Fat,0.108036187,Fruits and Vegetables,57.3904,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,703.0848,M8_August,Dorabjees
FDB58,10.5,Regular,0.013572808,Fruits and Vegetables,143.2154,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1559.9694,M8_August,Dorabjees
FDV12,16.7,Regular,0.06082402,Fruits and Vegetables,98.7384,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1773.6912,M8_August,Dorabjees
NCU06,17.6,Low Fat,0.074345142,Fruits and Vegetables,230.901,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,4364.319,M8_August,Dorabjees
FDU34,18.25,Low Fat,0.075501241,Fruits and Vegetables,123.1046,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,249.0092,M8_August,Dorabjees
FDP31,21.1,Regular,0.16216286,Fruits and Vegetables,62.2168,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,383.5008,M8_August,Dorabjees
FDV11,9.1,Regular,0.081652352,Fruits and Vegetables,177.0054,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2101.2648,M8_August,Dorabjees
NCY06,15.25,Low Fat,0.061434045,Fruits and Vegetables,130.9968,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2348.9424,M8_August,Dorabjees
NCV41,14.35,Low Fat,0.017073332,Fruits and Vegetables,109.5228,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1657.842,M8_August,Dorabjees
FDQ52,,Low Fat,0.118806857,Fruits and Vegetables,248.8434,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,6705.2718,M8_August,Dorabjees
FDM38,5.885,Regular,0.092694107,Fruits and Vegetables,53.6982,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1525.3478,M8_August,Dorabjees
FDA14,16.1,Low Fat,0.065183228,Fruits and Vegetables,148.076,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1464.76,M8_August,Dorabjees
FDB23,,Regular,0.005561538,Fruits and Vegetables,224.0062,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3837.0054,M8_August,Dorabjees
DRH49,19.7,Low Fat,0.024635077,Fruits and Vegetables,84.1592,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1073.2696,M8_August,Dorabjees
FDI40,11.5,Regular,0.126313413,Fruits and Vegetables,100.6358,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2010.716,M8_August,Dorabjees
FDR37,16.5,Regular,0.066383907,Fruits and Vegetables,180.4292,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2189.1504,M8_August,Dorabjees
FDS16,15.15,Regular,0.066279832,Fruits and Vegetables,147.876,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,4540.756,M8_August,Dorabjees
FDT15,12.15,Regular,0.042681522,Fruits and Vegetables,184.295,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2014.045,M8_August,Dorabjees
FDL32,15.7,Regular,0,Fruits and Vegetables,112.4544,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1230.3984,M8_August,Dorabjees
FDB39,11.6,Low Fat,0.038736838,Fruits and Vegetables,55.8272,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1454.1072,M8_August,Dorabjees
FDX40,12.85,Low Fat,0.098910759,Fruits and Vegetables,37.6164,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,308.9312,M8_August,Dorabjees
DRD13,15,Low Fat,0.049178998,Fruits and Vegetables,65.6168,OUT045,2019,,Tier 2,Supermarket OUT-Pune,639.168,M8_August,Dorabjees
FDZ43,11,Regular,0.057011062,Fruits and Vegetables,241.9512,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2908.2144,M8_August,Dorabjees
DRM59,5.88,Low Fat,0.003589104,Fruits and Vegetables,155.5998,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1691.7978,M8_August,Dorabjees
NCZ18,7.825,Low Fat,0,Fruits and Vegetables,253.4698,OUT017,2019,,Tier 2,Supermarket OUT-Pune,6849.0846,M8_August,Dorabjees
FDH52,,Regular,0.043690499,Fruits and Vegetables,60.2194,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1733.7432,M8_August,Dorabjees
FDM25,10.695,Regular,0.10154201,Fruits and Vegetables,173.7712,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,175.7712,M8_August,Dorabjees
NCP05,,Low Fat,0.025164132,Fruits and Vegetables,152.6024,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,6072.096,M8_August,Dorabjees
FDY38,13.6,Regular,0.119077255,Fruits and Vegetables,231.23,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2330.3,M8_August,Dorabjees
FDO37,8.06,Low Fat,0.021497594,Fruits and Vegetables,230.3326,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1386.1956,M8_August,Dorabjees
FDV49,,Low Fat,0.025702129,Fruits and Vegetables,262.6226,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,7136.7102,M8_August,Dorabjees
NCP02,7.105,Low Fat,0.075000682,Fruits and Vegetables,61.0562,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,296.281,M8_August,Dorabjees
NCJ19,18.6,Low Fat,0.118419683,Fruits and Vegetables,58.3588,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1545.9876,M8_August,Dorabjees
FDW44,9.5,Regular,0.035151215,Fruits and Vegetables,171.8448,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2556.672,M8_August,Dorabjees
FDU56,16.85,Low Fat,0.044414056,Fruits and Vegetables,182.4266,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2028.6926,M8_August,Dorabjees
FDZ58,17.85,Low Fat,0.052471995,Fruits and Vegetables,123.7072,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2450.144,M8_August,Dorabjees
FDZ15,13.1,Low Fat,0.020853376,Fruits and Vegetables,117.4782,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1906.8512,M8_August,Dorabjees
NCI06,11.3,Low Fat,0.047791878,Fruits and Vegetables,180.766,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,5033.448,M8_August,Dorabjees
FDD36,13.3,Low Fat,0.02136022,Fruits and Vegetables,120.4124,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1777.686,M8_August,Dorabjees
FDD56,15.2,Regular,0.103988736,Fruits and Vegetables,177.0054,OUT045,2019,,Tier 2,Supermarket OUT-Pune,3677.2134,M8_August,Dorabjees
FDX27,20.7,Regular,0.114581955,Fruits and Vegetables,94.3436,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,945.436,M8_August,Dorabjees
FDG50,7.405,Low Fat,0.02556185,Fruits and Vegetables,89.7146,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,182.4292,M8_August,Dorabjees
FDU36,6.15,Low Fat,0.046459438,Fruits and Vegetables,100.5384,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1675.1528,M8_August,Dorabjees
FDJ15,11.35,Regular,0.023322478,Fruits and Vegetables,182.5608,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,3307.6944,M8_August,Dorabjees
FDG32,19.85,Low Fat,0.175962247,Fruits and Vegetables,223.0772,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1779.0176,M8_August,Dorabjees
FDV15,,Low Fat,0.255929096,Fruits and Vegetables,103.3648,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,311.5944,M8_August,Dorabjees
FDS28,8.18,Regular,0.082333019,Fruits and Vegetables,58.1588,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,343.5528,M8_August,Dorabjees
FDU23,12.15,Low Fat,0.021757269,Fruits and Vegetables,165.0184,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,3302.368,M8_August,Dorabjees
DRI03,6.03,Low Fat,0.0226994,Fruits and Vegetables,176.4028,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,4250.4672,M8_August,Dorabjees
FDH28,15.85,Regular,0.110653377,Fruits and Vegetables,36.9506,OUT017,2019,,Tier 2,Supermarket OUT-Pune,759.012,M8_August,Dorabjees
FDP16,18.6,Low Fat,0.065771529,Fruits and Vegetables,245.7802,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,245.6802,M8_August,Dorabjees
NCQ29,12,Low Fat,0,Fruits and Vegetables,262.3278,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1561.9668,M8_August,Dorabjees
NCH30,17.1,Low Fat,0,Fruits and Vegetables,114.686,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1358.232,M8_August,Dorabjees
FDU31,10.5,Regular,0.024991056,Fruits and Vegetables,217.9508,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2821.6604,M8_August,Dorabjees
FDF04,17.5,Low Fat,0.013658248,Fruits and Vegetables,256.3304,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,6199.9296,M8_August,Dorabjees
FDZ20,16.1,Low Fat,0.034278413,Fruits and Vegetables,255.2356,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,6867.0612,M8_August,Dorabjees
NCK05,20.1,Low Fat,0,Fruits and Vegetables,61.3536,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,183.7608,M8_August,Dorabjees
FDV23,,Low Fat,0.185306514,Fruits and Vegetables,125.6046,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,622.523,M8_August,Dorabjees
FDA07,7.55,Regular,0.051794958,Fruits and Vegetables,122.6072,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,122.5072,M8_August,Dorabjees
FDL03,19.25,Regular,0.027058066,Fruits and Vegetables,194.811,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2749.754,M8_August,Dorabjees
FDX04,19.6,Regular,0.041740902,Fruits and Vegetables,49.2376,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,958.752,M8_August,Dorabjees
FDV19,14.85,Regular,0.035400659,Fruits and Vegetables,161.9578,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1444.1202,M8_August,Dorabjees
FDP22,14.65,Regular,0.099535996,Fruits and Vegetables,52.2666,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,615.1992,M8_August,Dorabjees
FDT34,9.3,Low Fat,0.175336471,Fruits and Vegetables,107.0964,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1472.7496,M8_August,Dorabjees
FDZ26,,Regular,0.143319995,Fruits and Vegetables,237.5222,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,7170.666,M8_August,Dorabjees
NCM43,14.5,Low Fat,0.01950565,Fruits and Vegetables,163.921,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,2446.815,M8_August,Dorabjees
DRK35,8.365,Low Fat,0.071846495,Fruits and Vegetables,37.9506,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,569.259,M8_August,Dorabjees
FDO20,12.85,Regular,0,Fruits and Vegetables,252.3382,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,4794.4258,M8_August,Dorabjees
FDO22,13.5,Regular,0.017887238,Fruits and Vegetables,79.496,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1438.128,M8_August,Dorabjees
FDM46,7.365,Low Fat,0.159967845,Fruits and Vegetables,94.712,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1304.968,M8_August,Dorabjees
FDO01,21.1,Regular,0.020718655,Fruits and Vegetables,130.4994,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2184.4898,M8_August,Dorabjees
NCX05,,Low Fat,0.096592065,Fruits and Vegetables,117.4492,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1621.8888,M8_August,Dorabjees
FDI46,9.5,Low Fat,0.074460855,Fruits and Vegetables,253.6724,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,5033.448,M8_August,Dorabjees
FDD11,12.85,Low Fat,0.030789914,Fruits and Vegetables,254.904,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3036.048,M8_August,Dorabjees
FDA32,14,Low Fat,0.030216783,Fruits and Vegetables,216.6192,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,3020.0688,M8_August,Dorabjees
FDW32,18.35,Regular,0.094279004,Fruits and Vegetables,86.3882,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1545.9876,M8_August,Dorabjees
FDX22,,Regular,0.04022593,Fruits and Vegetables,210.9928,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,210.3928,M8_August,Dorabjees
FDQ47,7.155,Regular,0.168527463,Fruits and Vegetables,33.6874,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1023.3346,M8_August,Dorabjees
FDT07,5.82,Regular,0.077304459,Fruits and Vegetables,257.633,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,4613.994,M8_August,Dorabjees
NCQ43,17.75,Low Fat,0,Fruits and Vegetables,108.6912,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1201.1032,M8_August,Dorabjees
FDW07,18,Regular,0.142570104,Fruits and Vegetables,88.2514,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1505.3738,M8_August,Dorabjees
FDE35,7.06,Regular,0.043968652,Fruits and Vegetables,57.6904,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,585.904,M8_August,Dorabjees
FDC04,15.6,Low Fat,0.045076878,Fruits and Vegetables,241.3854,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2900.2248,M8_August,Dorabjees
NCW53,,Low Fat,0.030347404,Fruits and Vegetables,192.5162,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3078.6592,M8_August,Dorabjees
NCG07,12.3,Low Fat,0.052492122,Fruits and Vegetables,191.053,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3415.554,M8_August,Dorabjees
FDQ03,15,Regular,0.077999504,Fruits and Vegetables,238.0248,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1896.1984,M8_August,Dorabjees
FDV46,18.2,Low Fat,0.012597384,Fruits and Vegetables,141.218,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2936.178,M8_August,Dorabjees
NCM26,20.5,Low Fat,0.023179181,Fruits and Vegetables,154.034,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,2450.144,M8_August,Dorabjees
DRA59,8.27,Regular,0.128126825,Fruits and Vegetables,183.6924,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1295.6468,M8_August,Dorabjees
FDW13,,Low Fat,0.097410707,Fruits and Vegetables,52.7324,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2492.7552,M8_August,Dorabjees
DRF27,8.93,Low Fat,0.028417272,Fruits and Vegetables,154.534,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2603.278,M8_August,Dorabjees
FDT12,6.215,Regular,0.049902382,Fruits and Vegetables,225.8062,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3159.8868,M8_August,Dorabjees
FDD40,20.25,Regular,0.014823358,Fruits and Vegetables,190.7162,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1154.4972,M8_August,Dorabjees
FDN25,7.895,Regular,0.061424738,Fruits and Vegetables,57.7588,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1145.176,M8_August,Dorabjees
FDE33,19.35,Regular,0.049594299,Fruits and Vegetables,77.0644,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2278.3676,M8_August,Dorabjees
NCL29,9.695,Low Fat,0.113939434,Fruits and Vegetables,160.2604,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1901.5248,M8_August,Dorabjees
NCO30,,Low Fat,0.027532258,Fruits and Vegetables,185.0608,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,551.2824,M8_August,Dorabjees
FDB16,8.21,Low Fat,0.045016894,Fruits and Vegetables,87.6198,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1133.8574,M8_August,Dorabjees
FDF16,7.3,Low Fat,0.086307051,Fruits and Vegetables,146.8076,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1330.2684,M8_August,Dorabjees
FDL02,20,Regular,0.104083376,Fruits and Vegetables,107.4622,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,3705.177,M8_August,Dorabjees
FDO13,7.865,Low Fat,0.061154604,Fruits and Vegetables,165.3526,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1151.1682,M8_August,Dorabjees
DRG27,,Low Fat,0.184035253,Fruits and Vegetables,42.2138,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,40.6138,M8_August,Dorabjees
FDX31,20.35,Regular,0.024815024,Fruits and Vegetables,234.0958,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,467.3916,M8_August,Dorabjees
FDX11,16,Regular,0.106918052,Fruits and Vegetables,183.5634,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,4725.8484,M8_August,Dorabjees
NCW41,18,Low Fat,0,Fruits and Vegetables,158.0604,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,3327.6684,M8_August,Dorabjees
FDI52,18.7,Low Fat,0.105104552,Fruits and Vegetables,121.7072,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1347.5792,M8_August,Dorabjees
FDN08,,Regular,0.087936752,Fruits and Vegetables,115.9466,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,4124.631,M8_August,Dorabjees
DRD15,10.6,Low Fat,0.056795923,Fruits and Vegetables,232.8642,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,3485.463,M8_August,Dorabjees
DRF01,5.655,Low Fat,0.176070535,Fruits and Vegetables,144.0102,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1749.7224,M8_August,Dorabjees
DRH15,,Low Fat,0.19244045,Fruits and Vegetables,43.9428,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,131.8284,M8_August,Dorabjees
FDX59,10.195,Low Fat,0.051871718,Fruits and Vegetables,35.3558,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,237.6906,M8_August,Dorabjees
FDO37,8.06,Low Fat,0.035780177,Fruits and Vegetables,230.2326,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,693.0978,M8_August,Dorabjees
FDY56,16.35,Regular,0.104463896,Fruits and Vegetables,227.1062,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,225.7062,M8_August,Dorabjees
FDR31,6.46,Regular,0.049162885,Fruits and Vegetables,146.9102,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1895.5326,M8_August,Dorabjees
NCH54,13.5,Low Fat,0.072655379,Fruits and Vegetables,157.792,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3994.8,M8_August,Dorabjees
NCW06,16.2,Low Fat,0.050442528,Fruits and Vegetables,190.8162,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2693.8268,M8_August,Dorabjees
NCC18,19.1,Low Fat,0.177992139,Fruits and Vegetables,173.1422,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2931.5174,M8_August,Dorabjees
DRJ23,,Low Fat,0,Fruits and Vegetables,188.1872,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3214.4824,M8_August,Dorabjees
FDO16,5.48,Low Fat,0.015131684,Fruits and Vegetables,83.025,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1414.825,M8_August,Dorabjees
FDB08,6.055,Low Fat,0.031151714,Fruits and Vegetables,158.7578,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,2085.9514,M8_August,Dorabjees
NCZ53,9.6,Low Fat,0.024456797,Fruits and Vegetables,186.6214,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,3203.1638,M8_August,Dorabjees
DRJ01,6.135,Low Fat,0.192540665,Fruits and Vegetables,160.2236,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,322.2472,M8_August,Dorabjees
DRE48,8.43,Low Fat,0.01732573,Fruits and Vegetables,197.9768,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1182.4608,M8_August,Dorabjees
DRA59,8.27,Regular,0.127821472,Fruits and Vegetables,185.9924,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,555.2772,M8_August,Dorabjees
FDS27,10.195,Regular,0.012477512,Fruits and Vegetables,197.111,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,785.644,M8_August,Dorabjees
NCW29,14,Low Fat,0.028980533,Fruits and Vegetables,129.531,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2077.296,M8_August,Dorabjees
DRN35,8.01,Low Fat,0.070356805,Fruits and Vegetables,36.8532,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,755.0172,M8_August,Dorabjees
FDB09,16.25,Low Fat,0.057396092,Fruits and Vegetables,125.8046,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,747.0276,M8_August,Dorabjees
FDV59,13.35,Low Fat,0.048017962,Fruits and Vegetables,219.6166,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3483.4656,M8_August,Dorabjees
FDD26,,Regular,0.071806046,Fruits and Vegetables,186.5924,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,5182.5872,M8_August,Dorabjees
FDV55,17.75,Low Fat,0.05507343,Fruits and Vegetables,145.1444,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1886.8772,M8_August,Dorabjees
FDH48,13.5,Low Fat,0,Fruits and Vegetables,88.054,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1211.756,M8_August,Dorabjees
FDM51,11.8,Regular,0,Fruits and Vegetables,102.4674,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,203.7348,M8_August,Dorabjees
DRG48,5.78,Low Fat,0.014577695,Fruits and Vegetables,147.2102,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1895.5326,M8_August,Dorabjees
FDP49,9,Regular,0,Fruits and Vegetables,55.2614,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,552.614,M8_August,Dorabjees
FDB03,17.75,Regular,0.156831826,Fruits and Vegetables,241.0538,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1201.769,M8_August,Dorabjees
FDL10,8.395,Low Fat,0,Fruits and Vegetables,98.7042,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,892.8378,M8_August,Dorabjees
FDJ32,,Low Fat,0.057512481,Fruits and Vegetables,62.5536,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1592.5936,M8_August,Dorabjees
FDD11,12.85,Low Fat,0,Fruits and Vegetables,253.004,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,3795.06,M8_August,Dorabjees
FDW13,8.5,Low Fat,0.098036903,Fruits and Vegetables,51.5324,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,882.8508,M8_August,Dorabjees
FDA32,14,Low Fat,0,Fruits and Vegetables,216.9192,OUT017,2019,,Tier 2,Supermarket OUT-Pune,6471.576,M8_August,Dorabjees
DRQ35,9.3,Low Fat,0.042377219,Fruits and Vegetables,123.7388,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1609.9044,M8_August,Dorabjees
DRI37,15.85,Low Fat,0.107597879,Fruits and Vegetables,58.7904,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,585.904,M8_August,Dorabjees
FDU38,10.8,Low Fat,0.082549896,Fruits and Vegetables,193.7504,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,4602.0096,M8_August,Dorabjees
FDJ07,7.26,Low Fat,0.02414202,Fruits and Vegetables,117.415,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,466.06,M8_August,Dorabjees
FDT38,18.7,Low Fat,0.057771828,Fruits and Vegetables,85.3566,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,591.8962,M8_August,Dorabjees
FDX02,16,Low Fat,0.057292529,Fruits and Vegetables,224.3404,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,4500.808,M8_August,Dorabjees
