pickup,dropoff,passengers,distance,fare,tip,tolls,total,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019-03-01 19:52:08,2019-03-01 19:57:19,3,0.57,5.0,0.0,0.0,9.3,cash,Murray Hill,Kips Bay,Manhattan,Manhattan
2019-03-18 20:33:50,2019-03-18 20:35:02,1,0.31,3.0,0.0,0.0,6.8,cash,Greenwich Village North,West Village,Manhattan,Manhattan
2019-03-13 19:11:23,2019-03-13 19:31:46,1,2.0,13.0,0.0,0.0,17.3,cash,Midtown North,Union Sq,Manhattan,Manhattan
2019-03-12 17:09:18,2019-03-12 17:54:37,1,14.89,46.5,9.66,0.0,57.96,credit card,JFK Airport,Midwood,Queens,Brooklyn
2019-03-19 21:41:17,2019-03-19 21:49:24,1,2.08,8.5,0.0,0.0,12.3,cash,Times Sq/Theatre District,Upper East Side North,Manhattan,Manhattan
2019-03-14 14:53:35,2019-03-14 14:57:02,2,0.8,4.5,0.7,0.0,8.5,credit card,UN/Turtle Bay South,Kips Bay,Manhattan,Manhattan
2019-03-18 13:19:38,2019-03-18 13:35:08,1,1.92,11.5,0.0,0.0,14.8,cash,Upper West Side South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-29 17:38:50,2019-03-29 17:46:47,2,1.0,7.0,0.0,0.0,11.3,cash,Lincoln Square West,Upper West Side South,Manhattan,Manhattan
2019-03-10 19:07:04,2019-03-10 19:11:39,1,0.8,5.0,1.65,0.0,9.95,credit card,Upper East Side South,Yorkville East,Manhattan,Manhattan
2019-03-19 12:15:49,2019-03-19 12:22:44,1,1.12,7.0,2.58,0.0,12.88,credit card,Lincoln Square East,Upper East Side South,Manhattan,Manhattan
2019-03-29 19:07:58,2019-03-29 19:19:49,2,1.97,10.0,2.86,0.0,17.16,credit card,Lincoln Square East,Manhattan Valley,Manhattan,Manhattan
2019-03-30 20:03:36,2019-03-30 20:11:56,2,1.81,8.5,2.0,0.0,14.3,credit card,Upper East Side North,Midtown North,Manhattan,Manhattan
2019-03-27 22:28:43,2019-03-27 22:38:56,1,1.65,8.5,1.0,0.0,13.3,credit card,East Village,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-02 12:30:48,2019-03-02 12:42:28,1,2.04,10.0,0.0,0.0,13.3,cash,Kips Bay,Alphabet City,Manhattan,Manhattan
2019-03-28 20:12:52,2019-03-28 20:27:36,1,3.2,13.5,0.0,0.0,17.3,cash,Garment District,Meatpacking/West Village West,Manhattan,Manhattan
2019-03-03 16:09:36,2019-03-03 16:12:29,1,0.6,4.0,0.0,0.0,7.3,cash,Times Sq/Theatre District,Clinton East,Manhattan,Manhattan
2019-03-19 20:25:39,2019-03-19 20:35:54,2,2.0,9.5,2.65,0.0,15.95,credit card,East Village,Midtown East,Manhattan,Manhattan
2019-03-11 05:57:27,2019-03-11 06:00:18,4,0.55,4.0,1.0,0.0,8.8,credit card,Penn Station/Madison Sq West,Midtown South,Manhattan,Manhattan
2019-03-24 18:36:22,2019-03-24 18:41:49,5,1.3,6.0,1.0,0.0,10.3,credit card,Greenwich Village South,Union Sq,Manhattan,Manhattan
2019-03-22 19:48:08,2019-03-22 20:25:52,1,15.25,52.38,0.0,5.76,58.44,credit card,Gramercy,Coney Island,Manhattan,Brooklyn
2019-03-16 02:07:31,2019-03-16 02:23:59,1,5.44,18.0,0.0,0.0,19.3,cash,East Harlem North,West Farms/Bronx River,Manhattan,Bronx
2019-03-16 18:35:50,2019-03-16 18:41:21,2,0.9,6.0,0.0,0.0,9.3,cash,Lincoln Square East,Upper West Side South,Manhattan,Manhattan
2019-03-19 07:46:39,2019-03-19 07:51:38,1,0.79,5.0,0.0,0.0,8.3,cash,Midtown North,Midtown Center,Manhattan,Manhattan
2019-03-03 18:47:07,2019-03-03 19:01:39,2,2.52,12.0,3.06,0.0,18.36,credit card,Clinton East,Lenox Hill East,Manhattan,Manhattan
2019-03-01 23:51:35,2019-03-02 00:03:17,2,1.9,10.0,0.0,0.0,13.8,cash,Meatpacking/West Village West,Clinton East,Manhattan,Manhattan
2019-03-10 16:01:52,2019-03-10 16:09:55,1,0.94,7.0,2.58,0.0,12.88,credit card,East Chelsea,East Chelsea,Manhattan,Manhattan
2019-03-30 19:45:20,2019-03-30 19:54:23,1,1.11,7.5,0.0,0.0,10.8,cash,Lower East Side,East Village,Manhattan,Manhattan
2019-03-01 20:58:47,2019-03-01 21:05:55,1,1.29,6.5,1.54,0.0,11.84,credit card,Upper East Side South,Murray Hill,Manhattan,Manhattan
2019-03-12 07:30:54,2019-03-12 07:34:38,1,0.7,4.5,1.56,0.0,9.36,credit card,Greenwich Village North,Greenwich Village South,Manhattan,Manhattan
2019-03-21 01:05:58,2019-03-21 01:15:10,2,2.9,11.5,0.0,0.0,15.3,credit card,Lower East Side,Murray Hill,Manhattan,Manhattan
2019-03-17 09:58:09,2019-03-17 10:02:48,1,0.55,5.0,0.25,0.0,8.55,credit card,Lincoln Square West,Lincoln Square East,Manhattan,Manhattan
2019-03-05 20:21:20,2019-03-05 20:25:09,2,0.7,4.5,0.0,0.0,8.3,cash,East Village,Alphabet City,Manhattan,Manhattan
2019-03-06 09:16:14,2019-03-06 09:39:31,2,3.08,16.5,3.96,0.0,23.76,credit card,Manhattan Valley,Midtown Center,Manhattan,Manhattan
2019-03-27 11:08:01,2019-03-27 11:30:25,1,1.9,14.5,2.0,0.0,19.8,credit card,Meatpacking/West Village West,Garment District,Manhattan,Manhattan
2019-03-31 14:59:52,2019-03-31 15:05:05,1,0.5,5.0,1.65,0.0,9.95,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019-03-08 04:00:45,2019-03-08 04:16:53,1,4.5,16.0,0.0,0.0,19.8,cash,Sutton Place/Turtle Bay North,Steinway,Manhattan,Queens
2019-03-02 17:31:17,2019-03-02 17:39:21,1,1.72,8.0,2.26,0.0,13.56,credit card,Midtown North,Upper West Side North,Manhattan,Manhattan
2019-03-12 23:34:44,2019-03-12 23:47:43,3,4.72,16.0,4.95,0.0,24.75,credit card,Financial District North,East Village,Manhattan,Manhattan
2019-03-29 17:26:06,2019-03-29 17:36:45,1,1.4,8.5,0.0,0.0,12.8,cash,Little Italy/NoLiTa,Gramercy,Manhattan,Manhattan
2019-03-23 17:54:53,2019-03-23 18:05:08,2,1.08,8.0,0.0,0.0,11.3,cash,Garment District,Clinton West,Manhattan,Manhattan
2019-03-03 23:32:38,2019-03-03 23:49:03,1,2.12,11.5,1.0,0.0,13.8,credit card,Morningside Heights,East Harlem North,Manhattan,Manhattan
2019-03-26 15:06:31,2019-03-26 15:09:46,1,0.8,4.5,2.0,0.0,9.8,credit card,Lincoln Square West,Upper West Side South,Manhattan,Manhattan
2019-03-13 05:48:21,2019-03-13 05:51:43,2,0.8,4.5,1.0,0.0,9.3,credit card,Flatiron,Union Sq,Manhattan,Manhattan
2019-03-12 08:50:47,2019-03-12 09:06:17,0,2.6,13.5,0.0,0.0,14.3,cash,Van Cortlandt Village,Bronx Park,Bronx,Bronx
2019-03-18 17:57:35,2019-03-18 18:18:26,1,7.5,24.0,8.5,5.76,42.56,credit card,LaGuardia Airport,Murray Hill,Queens,Manhattan
2019-03-26 19:17:59,2019-03-26 19:29:21,1,2.4,11.0,0.0,0.0,12.8,cash,Columbia Street,Fort Greene,Brooklyn,Brooklyn
2019-03-14 18:57:27,2019-03-14 19:03:12,3,1.3,6.5,1.0,0.0,11.8,credit card,Lenox Hill East,Upper East Side North,Manhattan,Manhattan
2019-03-02 15:08:17,2019-03-02 15:17:23,1,1.84,8.0,0.0,0.0,8.8,cash,East Harlem North,Central Harlem North,Manhattan,Manhattan
2019-03-23 23:24:04,2019-03-23 23:47:34,1,14.19,39.0,10.08,0.0,50.38,credit card,JFK Airport,East Williamsburg,Queens,Brooklyn
2019-03-10 10:56:42,2019-03-10 11:11:43,1,3.07,13.0,4.08,0.0,20.38,credit card,West Village,Clinton West,Manhattan,Manhattan
2019-03-25 14:16:48,2019-03-25 14:21:06,1,0.4,4.5,1.55,0.0,9.35,credit card,Upper West Side South,Upper West Side South,Manhattan,Manhattan
2019-03-09 17:12:38,2019-03-09 17:32:47,2,3.5,15.0,3.65,0.0,21.95,credit card,Union Sq,Yorkville East,Manhattan,Manhattan
2019-03-13 14:01:30,2019-03-13 14:29:12,1,11.12,33.0,0.0,5.76,42.06,cash,LaGuardia Airport,Midtown Center,Queens,Manhattan
2019-03-18 09:13:40,2019-03-18 09:20:34,1,0.89,6.0,0.46,0.0,9.76,credit card,Flatiron,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-01 10:27:21,2019-03-01 10:50:06,2,2.47,15.5,5.64,0.0,24.44,credit card,Gramercy,Financial District North,Manhattan,Manhattan
2019-03-02 02:06:43,2019-03-02 02:25:41,2,5.8,19.0,2.0,0.0,24.8,credit card,Greenwich Village South,East Harlem South,Manhattan,Manhattan
2019-03-01 01:31:04,2019-03-01 01:47:05,2,5.05,17.0,0.0,0.0,20.8,cash,West Village,East Williamsburg,Manhattan,Brooklyn
2019-03-29 16:55:06,2019-03-29 17:03:41,1,1.64,8.0,0.0,0.0,12.3,cash,Penn Station/Madison Sq West,Greenwich Village North,Manhattan,Manhattan
2019-03-12 08:43:44,2019-03-12 08:47:59,1,0.34,4.5,0.0,0.0,7.8,cash,Midtown Center,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-02 18:38:58,2019-03-02 18:48:55,6,0.85,7.5,2.2,0.0,13.0,credit card,Union Sq,East Village,Manhattan,Manhattan
2019-03-10 06:22:50,2019-03-10 06:31:33,1,3.4,11.0,0.0,0.0,14.3,cash,Upper West Side North,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-14 15:26:04,2019-03-14 15:40:56,1,1.81,11.0,2.86,0.0,17.16,credit card,Midtown East,Clinton West,Manhattan,Manhattan
2019-03-22 06:52:57,2019-03-22 06:56:22,1,0.53,4.5,0.0,0.0,7.8,credit card,Murray Hill,Garment District,Manhattan,Manhattan
2019-03-02 03:25:05,2019-03-02 03:52:33,1,5.17,19.5,0.0,0.0,23.3,cash,Clinton East,Astoria,Manhattan,Queens
2019-03-05 14:39:10,2019-03-05 14:54:43,1,1.5,10.5,2.75,0.0,16.55,credit card,Lincoln Square East,Midtown East,Manhattan,Manhattan
2019-03-14 16:05:09,2019-03-14 16:14:44,3,1.1,7.5,0.0,0.0,11.8,cash,Upper East Side South,Yorkville East,Manhattan,Manhattan
2019-03-10 14:02:12,2019-03-10 14:22:12,1,2.96,14.0,3.46,0.0,20.76,credit card,Sutton Place/Turtle Bay North,East Chelsea,Manhattan,Manhattan
2019-03-15 10:01:18,2019-03-15 10:10:54,1,1.0,7.5,2.15,0.0,12.95,credit card,Battery Park City,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-21 18:50:46,2019-03-21 18:59:28,2,1.32,7.5,2.36,0.0,14.16,credit card,Gramercy,West Village,Manhattan,Manhattan
2019-03-27 12:29:01,2019-03-27 12:34:23,1,0.56,5.5,1.76,0.0,10.56,credit card,Flatiron,East Chelsea,Manhattan,Manhattan
2019-03-14 10:09:23,2019-03-14 10:37:33,1,6.9,25.5,0.0,0.0,28.8,cash,Manhattan Valley,Greenwich Village South,Manhattan,Manhattan
2019-03-13 17:20:30,2019-03-13 17:28:55,1,1.5,8.0,1.11,0.0,13.41,credit card,Murray Hill,Greenwich Village North,Manhattan,Manhattan
2019-03-23 11:23:47,2019-03-23 11:28:09,1,0.25,4.5,0.0,0.0,7.8,cash,Midtown East,Midtown East,Manhattan,Manhattan
2019-03-04 13:29:07,2019-03-04 13:34:38,1,0.64,5.5,0.0,0.0,8.8,cash,West Chelsea/Hudson Yards,Clinton East,Manhattan,Manhattan
2019-03-08 08:05:56,2019-03-08 08:42:10,1,10.1,32.0,4.0,5.76,45.06,credit card,LaGuardia Airport,Midtown Center,Queens,Manhattan
2019-03-21 12:33:26,2019-03-21 12:55:51,1,5.2,19.0,2.23,0.0,24.53,credit card,Financial District South,Murray Hill,Manhattan,Manhattan
2019-03-07 18:23:35,2019-03-07 18:38:24,2,1.22,10.0,3.58,0.0,17.88,credit card,Upper West Side South,Midtown North,Manhattan,Manhattan
2019-03-06 13:24:45,2019-03-06 13:44:05,1,1.41,12.5,4.74,0.0,20.54,credit card,Lenox Hill West,Midtown East,Manhattan,Manhattan
2019-03-24 03:27:11,2019-03-24 03:32:01,1,0.6,5.0,1.75,0.0,10.55,credit card,Greenwich Village South,Lower East Side,Manhattan,Manhattan
2019-03-02 09:42:03,2019-03-02 09:52:34,1,2.24,9.5,2.56,0.0,15.36,credit card,Midtown East,Greenwich Village North,Manhattan,Manhattan
2019-03-24 17:43:45,2019-03-24 18:03:02,1,4.2,16.5,0.0,0.0,19.8,cash,Lincoln Square East,East Harlem North,Manhattan,Manhattan
2019-03-06 11:21:49,2019-03-06 11:33:26,1,1.5,9.0,3.05,0.0,15.35,credit card,Upper East Side South,Lincoln Square East,Manhattan,Manhattan
2019-03-22 15:42:06,2019-03-22 15:43:30,1,0.05,3.0,0.0,0.0,3.8,credit card,Central Harlem,Morningside Heights,Manhattan,Manhattan
2019-03-28 17:24:29,2019-03-28 17:55:11,6,7.94,28.0,7.61,5.76,45.67,credit card,LaGuardia Airport,Upper East Side North,Queens,Manhattan
2019-03-23 13:32:51,2019-03-23 13:49:21,5,1.64,12.0,0.0,0.0,15.3,cash,Penn Station/Madison Sq West,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-09 23:54:27,2019-03-10 00:03:26,1,1.7,8.0,0.0,0.0,9.3,cash,East Harlem South,Bloomingdale,Manhattan,Manhattan
2019-03-14 09:57:50,2019-03-14 10:31:42,1,7.4,29.0,4.0,0.0,36.3,credit card,Yorkville West,World Trade Center,Manhattan,Manhattan
2019-03-18 15:10:47,2019-03-18 15:59:59,5,17.44,52.0,12.21,5.76,73.27,credit card,JFK Airport,Times Sq/Theatre District,Queens,Manhattan
2019-03-02 07:37:37,2019-03-02 07:56:25,1,6.46,21.5,0.0,0.0,24.8,cash,Garment District,Stuy Town/Peter Cooper Village,Manhattan,Manhattan
2019-03-21 13:57:38,2019-03-21 14:11:03,1,0.7,9.0,2.45,0.0,14.75,credit card,Upper East Side South,Upper East Side South,Manhattan,Manhattan
2019-03-07 12:00:03,2019-03-07 12:17:26,2,1.21,11.0,3.58,0.0,17.88,credit card,Murray Hill,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-24 09:09:33,2019-03-24 09:13:47,1,0.58,5.0,1.0,0.0,9.3,credit card,Flatiron,East Chelsea,Manhattan,Manhattan
2019-03-28 03:30:24,2019-03-28 03:34:22,1,1.18,5.5,1.86,0.0,11.16,credit card,Times Sq/Theatre District,East Chelsea,Manhattan,Manhattan
2019-03-27 08:39:41,2019-03-27 08:42:24,1,0.6,4.0,1.82,0.0,9.12,credit card,Times Sq/Theatre District,Lincoln Square East,Manhattan,Manhattan
2019-03-30 21:49:05,2019-03-30 22:36:06,1,17.39,51.0,5.7,0.0,58.0,credit card,JFK Airport,Williamsburg (South Side),Queens,Brooklyn
2019-03-04 20:37:46,2019-03-04 21:11:26,1,11.71,36.5,8.06,0.0,48.36,credit card,Times Sq/Theatre District,Sunset Park West,Manhattan,Brooklyn
2019-03-01 10:05:31,2019-03-01 10:08:36,2,0.14,4.0,0.0,0.0,7.3,cash,Penn Station/Madison Sq West,Penn Station/Madison Sq West,Manhattan,Manhattan
2019-03-04 19:22:33,2019-03-04 19:35:19,6,1.81,10.0,2.86,0.0,17.16,credit card,Sutton Place/Turtle Bay North,Upper East Side North,Manhattan,Manhattan
2019-03-20 21:13:11,2019-03-20 21:13:31,1,0.02,2.5,0.0,0.0,6.3,cash,Greenwich Village South,Greenwich Village South,Manhattan,Manhattan
2019-03-24 03:35:17,2019-03-24 03:40:13,1,1.2,6.0,1.0,0.0,10.8,credit card,Lower East Side,Gramercy,Manhattan,Manhattan
2019-03-18 01:37:17,2019-03-18 01:51:33,1,3.77,14.0,4.45,0.0,22.25,credit card,East Village,Clinton West,Manhattan,Manhattan
2019-03-30 18:15:45,2019-03-30 18:30:18,2,2.65,12.0,3.06,0.0,18.36,credit card,Lincoln Square West,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-16 17:43:31,2019-03-16 17:56:49,2,4.1,14.5,0.0,0.0,17.8,,Clinton East,Manhattan Valley,Manhattan,Manhattan
2019-03-12 21:37:52,2019-03-12 21:43:44,2,0.6,5.5,1.4,0.0,10.7,credit card,Lenox Hill East,Lenox Hill West,Manhattan,Manhattan
2019-03-12 10:01:24,2019-03-12 10:11:35,2,0.79,7.5,0.0,0.0,10.8,cash,Central Park,Lenox Hill East,Manhattan,Manhattan
2019-03-15 09:26:51,2019-03-15 09:50:06,1,3.73,16.5,3.0,0.0,22.8,credit card,Upper West Side South,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-01 19:31:18,2019-03-01 19:49:32,1,1.62,12.5,0.0,0.0,16.8,cash,Midtown East,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-25 21:05:22,2019-03-25 21:13:43,1,1.1,7.0,2.7,0.0,13.5,credit card,Times Sq/Theatre District,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-15 09:26:12,2019-03-15 09:35:34,1,0.9,7.5,2.15,0.0,12.95,credit card,Sutton Place/Turtle Bay North,Lenox Hill East,Manhattan,Manhattan
2019-03-09 22:42:45,2019-03-09 23:02:08,1,2.7,14.0,3.55,0.0,21.35,credit card,Midtown East,Greenwich Village North,Manhattan,Manhattan
2019-03-14 15:24:09,2019-03-14 16:05:21,1,9.66,34.0,0.0,0.0,37.3,cash,LaGuardia Airport,East Village,Queens,Manhattan
2019-03-06 08:36:52,2019-03-06 09:06:08,1,4.2,19.5,4.55,0.0,27.35,credit card,Upper West Side North,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-21 10:34:12,2019-03-21 10:51:35,1,1.6,12.0,3.06,0.0,18.36,credit card,Lincoln Square East,Midtown Center,Manhattan,Manhattan
2019-03-17 11:41:31,2019-03-17 11:49:14,1,1.3,7.5,1.08,0.0,11.88,credit card,West Village,Lower East Side,Manhattan,Manhattan
2019-03-25 21:31:24,2019-03-25 21:51:33,2,4.49,16.5,0.0,0.0,20.3,cash,Financial District North,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-17 15:15:19,2019-03-17 15:40:53,1,2.8,17.0,4.05,0.0,24.35,credit card,East Chelsea,Little Italy/NoLiTa,Manhattan,Manhattan
2019-03-06 20:25:22,2019-03-06 20:49:55,3,11.48,32.0,8.32,0.0,41.62,credit card,JFK Airport,Auburndale,Queens,Queens
2019-03-25 11:45:41,2019-03-25 11:51:07,4,0.76,5.5,1.76,0.0,10.56,credit card,Central Park,Lenox Hill West,Manhattan,Manhattan
2019-03-29 18:34:26,2019-03-29 19:31:57,2,10.03,40.5,0.0,5.76,50.56,cash,LaGuardia Airport,Midtown Center,Queens,Manhattan
2019-03-21 16:01:26,2019-03-21 16:04:33,1,0.51,4.0,0.0,0.0,8.3,cash,Lincoln Square East,Clinton East,Manhattan,Manhattan
2019-03-11 14:12:02,2019-03-11 14:19:25,1,1.1,7.0,2.05,0.0,12.35,credit card,East Village,Kips Bay,Manhattan,Manhattan
2019-03-07 11:43:14,2019-03-07 12:01:30,2,8.17,23.45,0.0,0.0,23.75,credit card,Lincoln Square West,Highbridge,Manhattan,Bronx
2019-03-23 02:50:21,2019-03-23 03:07:21,2,2.84,13.5,2.96,0.0,17.76,credit card,Williamsburg (North Side),Bushwick South,Brooklyn,Brooklyn
2019-03-07 23:02:46,2019-03-07 23:40:22,1,8.32,30.5,8.01,5.76,48.07,credit card,Penn Station/Madison Sq West,Bushwick South,Manhattan,Brooklyn
2019-03-07 21:10:13,2019-03-07 21:17:24,1,1.14,6.5,2.06,0.0,12.36,credit card,TriBeCa/Civic Center,West Village,Manhattan,Manhattan
2019-03-05 18:49:39,2019-03-05 18:53:20,1,0.5,4.0,0.0,0.0,8.3,cash,Meatpacking/West Village West,West Village,Manhattan,Manhattan
2019-03-12 23:27:49,2019-03-12 23:35:34,1,1.5,8.0,2.36,0.0,14.16,credit card,Midtown North,Upper East Side North,Manhattan,Manhattan
2019-03-09 15:59:32,2019-03-09 16:10:19,1,1.2,8.5,1.0,0.0,12.8,credit card,Hudson Sq,TriBeCa/Civic Center,Manhattan,Manhattan
2019-03-21 18:47:36,2019-03-21 19:02:29,2,2.01,11.5,0.0,0.0,15.8,cash,Upper West Side South,Lenox Hill West,Manhattan,Manhattan
2019-03-17 09:46:10,2019-03-17 10:00:41,1,2.6,12.0,3.06,0.0,18.36,credit card,Bloomingdale,Lincoln Square East,Manhattan,Manhattan
2019-03-31 00:49:28,2019-03-31 00:56:23,1,0.9,6.5,1.5,0.0,11.8,credit card,SoHo,Greenwich Village South,Manhattan,Manhattan
2019-03-30 21:27:52,2019-03-30 21:31:10,2,0.4,4.0,1.55,0.0,9.35,credit card,Garment District,East Chelsea,Manhattan,Manhattan
2019-03-09 19:14:04,2019-03-09 19:38:36,1,1.75,15.0,1.2,0.0,19.5,credit card,East Chelsea,Gramercy,Manhattan,Manhattan
2019-03-13 21:53:38,2019-03-13 22:02:15,1,1.57,8.0,2.36,0.0,14.16,credit card,Greenwich Village South,East Village,Manhattan,Manhattan
2019-03-02 22:29:43,2019-03-02 22:42:32,1,1.3,9.5,2.26,0.0,15.56,credit card,East Village,Greenwich Village North,Manhattan,Manhattan
2019-03-06 18:35:41,2019-03-06 18:46:43,5,1.33,8.5,1.5,0.0,14.3,credit card,Union Sq,Greenwich Village South,Manhattan,Manhattan
2019-03-27 08:23:03,2019-03-27 08:33:34,1,0.9,8.0,1.0,0.0,12.3,credit card,TriBeCa/Civic Center,Battery Park City,Manhattan,Manhattan
2019-03-01 22:34:41,2019-03-01 22:42:17,2,1.63,7.5,0.0,0.0,11.3,cash,Midtown Center,Greenwich Village North,Manhattan,Manhattan
2019-03-06 21:33:49,2019-03-06 21:41:57,1,1.2,7.5,1.0,0.0,12.3,credit card,East Village,SoHo,Manhattan,Manhattan
2019-03-01 23:23:54,2019-03-01 23:42:17,1,5.5,19.0,4.56,0.0,27.36,credit card,Upper West Side North,Washington Heights North,Manhattan,Manhattan
2019-03-27 11:05:07,2019-03-27 11:07:15,1,0.3,3.5,1.35,0.0,8.15,credit card,Yorkville West,Yorkville East,Manhattan,Manhattan
2019-03-20 07:34:28,2019-03-20 07:52:38,1,1.64,12.5,1.5,0.0,17.3,credit card,Sutton Place/Turtle Bay North,Kips Bay,Manhattan,Manhattan
2019-03-21 22:24:44,2019-03-21 22:41:31,1,4.49,16.0,3.96,0.0,23.76,credit card,Clinton East,Battery Park City,Manhattan,Manhattan
2019-03-09 20:30:29,2019-03-09 20:34:53,1,0.66,5.0,0.0,0.0,8.8,cash,Central Park,Upper East Side North,Manhattan,Manhattan
2019-03-03 17:31:38,2019-03-03 17:46:20,2,2.7,11.5,2.96,0.0,17.76,credit card,West Village,Midtown North,Manhattan,Manhattan
2019-03-06 10:03:31,2019-03-06 10:42:37,1,11.1,34.5,8.7,5.76,52.26,credit card,LaGuardia Airport,Lincoln Square East,Queens,Manhattan
2019-03-22 09:07:25,2019-03-22 09:26:07,2,1.89,12.5,3.16,0.0,18.96,credit card,UN/Turtle Bay South,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-11 17:38:48,2019-03-11 17:44:03,1,0.5,5.0,0.22,0.0,9.52,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
2019-03-15 09:56:56,2019-03-15 10:12:15,1,1.18,10.5,2.26,0.0,13.56,credit card,Fort Greene,Downtown Brooklyn/MetroTech,Brooklyn,Brooklyn
2019-03-23 20:12:50,2019-03-23 20:20:13,1,0.75,6.5,2.58,0.0,12.88,credit card,East Chelsea,Midtown South,Manhattan,Manhattan
2019-03-13 12:26:37,2019-03-13 12:50:04,5,3.6,17.5,4.16,0.0,24.96,credit card,Battery Park City,Union Sq,Manhattan,Manhattan
2019-03-29 00:55:51,2019-03-29 00:59:49,1,0.79,5.0,2.0,0.0,12.75,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019-03-23 12:23:06,2019-03-23 12:46:52,1,8.4,27.0,6.05,0.0,36.35,credit card,Upper East Side North,DUMBO/Vinegar Hill,Manhattan,Brooklyn
2019-03-21 05:35:00,2019-03-21 05:38:07,1,0.9,5.0,0.0,0.0,8.8,cash,Upper West Side South,Lincoln Square East,Manhattan,Manhattan
2019-03-14 17:25:51,2019-03-14 17:41:21,2,1.6,11.0,0.0,0.0,15.3,cash,Flatiron,Times Sq/Theatre District,Manhattan,Manhattan
2019-03-06 09:27:08,2019-03-06 09:31:19,5,0.77,5.0,1.66,0.0,9.96,credit card,Clinton East,Clinton East,Manhattan,Manhattan
2019-03-29 20:24:48,2019-03-29 20:59:21,1,9.5,32.0,8.9,0.0,44.7,credit card,Greenwich Village South,Steinway,Manhattan,Queens
2019-03-24 17:59:47,2019-03-24 18:07:48,1,1.1,7.0,2.05,0.0,12.35,credit card,Penn Station/Madison Sq West,Murray Hill,Manhattan,Manhattan
2019-03-12 15:26:33,2019-03-12 16:08:18,1,7.87,32.0,0.0,0.0,32.8,credit card,Lenox Hill East,Forest Hills,Manhattan,Queens
2019-03-29 18:11:10,2019-03-29 18:18:37,5,0.77,6.5,2.16,0.0,12.96,credit card,Midtown North,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019-03-08 19:00:20,2019-03-08 19:10:52,3,0.6,8.0,3.05,0.0,15.35,credit card,Penn Station/Madison Sq West,Clinton East,Manhattan,Manhattan
2019-03-20 08:32:14,2019-03-20 08:41:19,1,1.0,7.5,0.0,0.0,10.8,cash,Midtown South,UN/Turtle Bay South,Manhattan,Manhattan
2019-03-16 00:18:58,2019-03-16 00:24:17,3,1.0,6.0,1.96,0.0,11.76,credit card,Times Sq/Theatre District,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019-03-31 10:07:07,2019-03-31 10:18:45,1,2.23,10.0,1.0,0.0,11.8,credit card,Long Island City/Queens Plaza,Woodside,Queens,Queens
2019-03-31 12:56:42,2019-03-31 13:39:21,1,16.8,52.0,12.25,6.12,73.67,credit card,JFK Airport,Midtown East,Queens,Manhattan
2019-03-24 13:42:07,2019-03-24 14:00:36,1,3.45,15.0,3.66,0.0,21.96,credit card,Lenox Hill East,Alphabet City,Manhattan,Manhattan
2019-03-24 15:27:41,2019-03-24 15:46:31,1,1.56,10.5,0.0,0.0,13.8,cash,Penn Station/Madison Sq West,Lincoln Square East,Manhattan,Manhattan
2019-03-19 17:42:57,2019-03-19 18:03:46,1,2.99,15.0,1.0,0.0,20.3,credit card,UN/Turtle Bay South,Lincoln Square West,Manhattan,Manhattan
2019-03-07 08:24:53,2019-03-07 08:36:22,2,2.12,10.0,2.66,0.0,15.96,credit card,Greenwich Village North,Midtown Center,Manhattan,Manhattan
2019-03-07 16:53:07,2019-03-07 17:45:24,1,16.8,52.0,0.0,5.76,65.56,cash,JFK Airport,Midtown South,Queens,Manhattan
2019-03-13 17:44:09,2019-03-13 17:49:18,1,0.5,5.0,0.0,0.0,6.8,cash,Astoria,Astoria,Queens,Queens
2019-03-26 11:20:44,2019-03-26 11:26:04,2,0.71,5.5,1.76,0.0,10.56,credit card,Clinton East,Lincoln Square East,Manhattan,Manhattan
2019-03-29 21:06:32,2019-03-29 21:12:58,1,0.8,6.0,1.95,0.0,11.75,credit card,Midtown South,Clinton East,Manhattan,Manhattan
2019-03-18 14:54:01,2019-03-18 15:05:52,1,1.81,10.0,0.0,0.0,13.3,cash,Upper East Side North,Central Park,Manhattan,Manhattan
