Date,Extent
2003-03-23,15.511
2003-03-24,15.603
2003-03-25,15.587
2003-03-26,15.604
2003-03-27,15.578
2003-03-28,15.499
2003-03-29,15.474
2003-03-30,15.426
2003-03-31,15.375
2003-04-01,15.232
2003-04-02,15.081
2003-04-03,15.019
2003-04-04,15.045
2003-04-05,14.965
2003-04-06,15.021
2003-04-07,14.868
2003-04-08,14.889
2003-04-09,14.817
2003-04-10,14.784
2003-04-11,14.726
2003-04-12,14.695
2003-04-13,14.635
2003-04-14,14.523
2003-04-15,14.531
2003-04-16,14.565
2003-04-17,14.475
2003-04-18,14.345
2003-04-19,14.332
2003-04-20,14.276
2003-04-21,14.232
2003-04-22,14.235
2003-04-23,14.292
2003-04-24,14.15
2003-04-25,14.122
2003-04-26,13.969
2003-04-27,13.994
2003-04-28,13.919
2003-04-29,13.827
2003-04-30,13.798
2003-05-01,13.71
2003-05-02,13.549
2003-05-03,13.551
2003-05-04,13.481
2003-05-05,13.412
2003-05-06,13.358
2003-05-07,13.306
2003-05-08,13.265
2003-05-09,13.165
2003-05-10,13.143
2003-05-11,13.056
2003-05-12,13.09
2003-05-13,13.087
2003-05-14,13.086
2003-05-15,13.007
2003-05-16,12.955
2003-05-17,12.965
2003-05-18,12.952
2003-05-19,12.933
2003-05-20,12.874
2003-05-21,12.854
2003-05-22,12.839
2003-05-23,12.783
2003-05-24,12.786
2003-05-25,12.689
2003-05-26,12.681
2003-05-27,12.689
2003-05-28,12.603
2003-05-29,12.566
2003-05-30,12.58
2003-05-31,12.483
2003-06-01,12.386
2003-06-02,12.409
2003-06-03,12.382
2003-06-04,12.354
2003-06-05,12.228
2003-06-06,12.187
2003-06-07,12.087
2003-06-08,12.024
2003-06-09,12.029
2003-06-10,11.993
2003-06-11,11.977
2003-06-12,11.942
2003-06-13,11.802
2003-06-14,11.755
2003-06-15,11.665
2003-06-16,11.625
2003-06-17,11.505
2003-06-18,11.462
2003-06-19,11.387
2003-06-20,11.351
2003-06-21,11.279
2003-06-22,11.12
2003-06-23,11.064
2003-06-24,11.044
2003-06-25,11.048
2003-06-26,10.903
2003-06-27,10.839
2003-06-28,10.854
2003-06-29,10.796
2003-06-30,10.624
2003-07-01,10.45
2003-07-02,10.344
2003-07-03,10.268
2003-07-04,10.233
2003-07-05,10.18
2003-07-06,10.1
2003-07-07,10.02
2003-07-08,9.947
2003-07-09,9.856
2003-07-10,9.824
2003-07-11,9.763
2003-07-12,9.643
2003-07-13,9.434
2003-07-14,9.443
2003-07-15,9.366
2003-07-16,9.237
2003-07-17,9.11
2003-07-18,9.007
2003-07-19,8.951
2003-07-20,8.862
2003-07-21,8.751
2003-07-22,8.646
2003-07-23,8.53
2003-07-24,8.408
2003-07-25,8.298
2003-07-26,8.305
2003-07-27,8.294
2003-07-28,8.234
2003-07-29,8.148
2003-07-30,8.059
2003-07-31,7.947
2003-08-01,7.788
2003-08-02,7.722
2003-08-03,7.555
2003-08-04,7.601
2003-08-05,7.538
2003-08-06,7.51
2003-08-07,7.299
2003-08-08,7.202
2003-08-09,7.17
2003-08-10,7.109
2003-08-11,7.1
2003-08-12,7.103
2003-08-13,6.968
2003-08-14,6.953
2003-08-15,6.848
2003-08-16,6.817
2003-08-17,6.758
2003-08-18,6.818
2003-08-19,6.7
2003-08-20,6.633
2003-08-21,6.638
2003-08-22,6.615
2003-08-23,6.559
2003-08-24,6.547
2003-08-25,6.54
2003-08-26,6.583
2003-08-27,6.511
2003-08-28,6.495
2003-08-29,6.476
2003-08-30,6.461
2003-08-31,6.395
2003-09-01,6.283
2003-09-02,6.321
2003-09-03,6.252
2003-09-04,6.241
2003-09-05,6.165
2003-09-06,6.113
2003-09-07,6.093
2003-09-08,6.11
2003-09-09,6.103
2003-09-10,6.065
2003-09-11,6.04
2003-09-12,6.055
2003-09-13,6.103
2003-09-14,6.023
2003-09-15,6.032
2003-09-16,6.037
2003-09-17,5.969
2003-09-18,5.975
2003-09-19,6.095
2003-09-20,6.16
2003-09-21,6.093
2003-09-22,5.998
2003-09-23,6.033
2003-09-24,6.051
2003-09-25,6.149
2003-09-26,6.133
2003-09-27,6.125
2003-09-28,6.169
2003-09-29,6.201
2003-09-30,6.296
2003-10-01,6.441
2003-10-02,6.484
2003-10-03,6.572
2003-10-04,6.643
2003-10-05,6.764
2003-10-06,6.829
2003-10-07,6.911
2003-10-08,6.985
2003-10-09,6.958
2003-10-10,7.003
2003-10-11,7.076
2003-10-12,7.144
2003-10-13,7.36
2003-10-14,7.582
2003-10-15,7.688
2003-10-16,7.813
2003-10-17,7.937
2003-10-18,8.111
2003-10-19,8.275
2003-10-20,8.431
2003-10-21,8.575
2003-10-22,8.672
2003-10-23,8.822
2003-10-24,8.923
2003-10-25,8.919
2003-10-26,8.945
2003-10-27,9.009
2003-10-28,9.044
2003-10-29,9.075
2003-10-30,9.113
2003-10-31,9.193
2003-11-01,9.367
2003-11-02,9.473
2003-11-03,9.438
2003-11-04,9.481
2003-11-05,9.435
2003-11-06,9.441
2003-11-07,9.5
2003-11-08,9.602
2003-11-09,9.607
2003-11-10,9.685
2003-11-11,9.748
2003-11-12,9.81
2003-11-13,9.903
2003-11-14,9.986
2003-11-15,10.063
2003-11-16,10.173
2003-11-17,10.274
2003-11-18,10.335
2003-11-19,10.35
2003-11-20,10.388
2003-11-21,10.397
2003-11-22,10.45
2003-11-23,10.5
2003-11-24,10.585
2003-11-25,10.702
2003-11-26,10.833
2003-11-27,10.918
2003-11-28,11.004
2003-11-29,11.141
2003-11-30,11.171
2003-12-01,11.327
2003-12-02,11.402
2003-12-03,11.581
2003-12-04,11.736
2003-12-05,11.73
2003-12-06,11.749
2003-12-07,11.896
2003-12-08,11.987
2003-12-09,12.063
2003-12-10,12.129
2003-12-11,12.26
2003-12-12,12.397
2003-12-13,12.436
2003-12-14,12.503
2003-12-15,12.625
2003-12-16,12.752
2003-12-17,12.881
2003-12-18,12.918
2003-12-19,12.97
2003-12-20,12.88
2003-12-21,13.034
2003-12-22,13.14
2003-12-23,13.23
2003-12-24,13.306
2003-12-25,13.289
2003-12-26,13.308
2003-12-27,13.272
2003-12-28,13.352
2003-12-29,13.379
2003-12-30,13.32
2003-12-31,13.387
2004-01-01,13.502
2004-01-02,13.538
2004-01-03,13.502
2004-01-04,13.59
2004-01-05,13.617
2004-01-06,13.594
2004-01-07,13.631
2004-01-08,13.749
2004-01-09,13.794
2004-01-10,13.842
2004-01-11,13.917
2004-01-12,13.991
2004-01-13,14.075
2004-01-14,14.148
2004-01-15,14.056
2004-01-16,14.203
2004-01-17,14.077
2004-01-18,14.139
2004-01-19,14.203
2004-01-20,14.28
2004-01-21,14.233
2004-01-22,14.237
2004-01-23,14.32
2004-01-24,14.321
2004-01-25,14.217
2004-01-26,14.321
2004-01-27,14.366
2004-01-28,14.342
2004-01-29,14.337
2004-01-30,14.28
2004-01-31,14.397
2004-02-01,14.36
2004-02-02,14.389
2004-02-03,14.497
2004-02-04,14.515
2004-02-05,14.53
2004-02-06,14.564
2004-02-07,14.691
2004-02-08,14.692
2004-02-09,14.787
2004-02-10,14.827
2004-02-11,14.862
2004-02-12,14.947
2004-02-13,15.021
2004-02-14,15.024
2004-02-15,15.034
2004-02-16,15.029
2004-02-17,15.037
2004-02-18,15.028
2004-02-19,15.088
2004-02-20,15.082
2004-02-21,15.147
2004-02-22,15.165
2004-02-23,15.15
2004-02-24,15.169
2004-02-25,15.144
2004-02-26,15.169
2004-02-27,15.185
2004-02-28,15.187
2004-02-29,15.197
2004-03-01,15.104
2004-03-02,15.068
2004-03-03,15.052
2004-03-04,15.004
2004-03-05,15.04
2004-03-06,15.117
2004-03-07,15.157
2004-03-08,15.161
2004-03-09,15.269
2004-03-10,15.3
2004-03-11,15.191
2004-03-12,15.085
2004-03-13,14.854
2004-03-14,14.89
2004-03-15,14.908
2004-03-16,14.944
2004-03-17,15.013
2004-03-18,14.943
2004-03-19,14.941
2004-03-20,14.955
2004-03-21,14.954
2004-03-22,14.844
2004-03-23,14.824
2004-03-24,14.882
2004-03-25,14.958
2004-03-26,15.048
2004-03-27,15.016
2004-03-28,14.83
2004-03-29,14.793
2004-03-30,14.784
2004-03-31,14.841
2004-04-01,14.742
2004-04-02,14.735
2004-04-03,14.68
2004-04-04,14.682
2004-04-05,14.669
2004-04-06,14.595
2004-04-07,14.504
2004-04-08,14.461
2004-04-09,14.421
2004-04-10,14.325
2004-04-11,14.119
2004-04-12,13.948
2004-04-13,13.883
2004-04-14,13.9
2004-04-15,13.861
2004-04-16,13.821
2004-04-17,13.768
2004-04-18,13.715
2004-04-19,13.778
2004-04-20,13.767
2004-04-21,13.682
2004-04-22,13.649
2004-04-23,13.556
2004-04-24,13.554
2004-04-25,13.577
2004-04-26,13.5
2004-04-27,13.52
2004-04-28,13.443
2004-04-29,13.43
2004-04-30,13.335
2004-05-01,13.203
2004-05-02,13.113
2004-05-03,13.129
2004-05-04,13.128
2004-05-05,13.019
2004-05-06,12.97
2004-05-07,12.901
2004-05-08,12.781
2004-05-09,12.796
2004-05-10,12.706
2004-05-11,12.709
2004-05-12,12.632
2004-05-13,12.563
2004-05-14,12.529
2004-05-15,12.48
2004-05-16,12.476
2004-05-17,12.43
2004-05-18,12.437
2004-05-19,12.394
2004-05-20,12.334
2004-05-21,12.352
2004-05-22,12.292
2004-05-23,12.261
2004-05-24,12.242
2004-05-25,12.215
2004-05-26,12.198
2004-05-27,12.283
2004-05-28,12.209
2004-05-29,12.229
2004-05-30,12.194
2004-05-31,12.106
2004-06-01,11.965
2004-06-02,11.96
2004-06-03,11.923
2004-06-04,11.914
2004-06-05,11.862
2004-06-06,11.851
2004-06-07,11.814
2004-06-08,11.807
2004-06-09,11.769
2004-06-10,11.723
2004-06-11,11.683
2004-06-12,11.688
2004-06-13,11.616
2004-06-14,11.576
2004-06-15,11.558
2004-06-16,11.534
2004-06-17,11.444
2004-06-18,11.363
2004-06-19,11.352
2004-06-20,11.304
2004-06-21,11.234
2004-06-22,11.243
2004-06-23,11.127
2004-06-24,10.974
2004-06-25,10.942
2004-06-26,10.911
2004-06-27,10.849
2004-06-28,10.807
2004-06-29,10.805
2004-06-30,10.814
2004-07-01,10.633
2004-07-02,10.542
2004-07-03,10.402
2004-07-04,10.349
2004-07-05,10.277
2004-07-06,10.288
2004-07-07,10.218
2004-07-08,10.132
2004-07-09,10.039
2004-07-10,9.963
2004-07-11,9.867
2004-07-12,9.799
2004-07-13,9.713
2004-07-14,9.529
2004-07-15,9.518
2004-07-16,9.492
2004-07-17,9.328
2004-07-18,9.185
2004-07-19,9.168
2004-07-20,9.061
2004-07-21,9.028
2004-07-22,8.935
2004-07-23,8.881
2004-07-24,8.82
2004-07-25,8.76
2004-07-26,8.653
2004-07-27,8.466
2004-07-28,8.431
2004-07-29,8.364
2004-07-30,8.311
2004-07-31,8.22
2004-08-01,8.125
2004-08-02,7.954
2004-08-03,7.864
2004-08-04,7.795
2004-08-05,7.74
2004-08-06,7.609
2004-08-07,7.472
2004-08-08,7.388
2004-08-09,7.261
2004-08-10,7.213
2004-08-11,7.15
2004-08-12,7.057
2004-08-13,6.985
2004-08-14,6.865
2004-08-15,6.878
2004-08-16,6.683
2004-08-17,6.68
2004-08-18,6.607
2004-08-19,6.58
2004-08-20,6.492
2004-08-21,6.425
2004-08-22,6.344
2004-08-23,6.302
2004-08-24,6.284
2004-08-25,6.224
2004-08-26,6.215
2004-08-27,6.181
2004-08-28,6.058
2004-08-29,6.033
2004-08-30,6.021
2004-08-31,6.015
2004-09-01,5.93
2004-09-02,5.967
2004-09-03,5.926
2004-09-04,5.946
2004-09-05,5.963
2004-09-06,5.94
2004-09-07,5.902
2004-09-08,5.927
2004-09-09,5.906
2004-09-10,5.83
2004-09-11,5.809
2004-09-12,5.807
2004-09-13,5.84
2004-09-14,5.855
2004-09-15,5.853
2004-09-16,5.803
2004-09-17,5.803
2004-09-18,5.77
2004-09-19,5.771
2004-09-20,5.821
2004-09-21,6.034
2004-09-22,5.97
2004-09-23,6.0
2004-09-24,6.112
2004-09-25,6.183
2004-09-26,6.247
2004-09-27,6.32
2004-09-28,6.397
2004-09-29,6.442
2004-09-30,6.461
2004-10-01,6.621
2004-10-02,6.713
2004-10-03,6.839
2004-10-04,6.821
2004-10-05,6.899
2004-10-06,7.039
2004-10-07,7.204
2004-10-08,7.289
2004-10-09,7.357
2004-10-10,7.464
2004-10-11,7.607
2004-10-12,7.74
2004-10-13,7.846
2004-10-14,7.894
2004-10-15,7.92
2004-10-16,7.982
2004-10-17,8.11
2004-10-18,8.219
2004-10-19,8.21
2004-10-20,8.169
2004-10-21,8.242
2004-10-22,8.329
2004-10-23,8.432
2004-10-24,8.617
2004-10-25,8.685
2004-10-26,8.742
2004-10-27,8.798
2004-10-28,8.88
2004-10-29,8.987
2004-10-30,8.984
2004-10-31,9.045
2004-11-01,9.16
2004-11-02,9.289
2004-11-03,9.407
2004-11-04,9.54
2004-11-05,9.734
2004-11-06,9.806
2004-11-07,9.809
2004-11-08,9.923
2004-11-09,9.91
2004-11-10,10.052
2004-11-11,10.144
2004-11-12,10.232
2004-11-13,10.224
2004-11-14,10.299
2004-11-15,10.346
2004-11-16,10.419
2004-11-17,10.43
2004-11-18,10.471
2004-11-19,10.501
2004-11-20,10.607
2004-11-21,10.674
2004-11-22,10.683
2004-11-23,10.704
2004-11-24,10.839
2004-11-25,10.97
2004-11-26,11.046
2004-11-27,11.146
2004-11-28,11.243
2004-11-29,11.325
2004-11-30,11.365
2004-12-01,11.629
2004-12-02,11.791
2004-12-03,11.872
2004-12-04,12.06
2004-12-05,12.046
2004-12-06,12.112
2004-12-07,12.132
2004-12-08,12.219
2004-12-09,12.328
2004-12-10,12.32
2004-12-11,12.466
2004-12-12,12.434
2004-12-13,12.524
2004-12-14,12.57
2004-12-15,12.72
2004-12-16,12.629
2004-12-17,12.687
2004-12-18,12.693
2004-12-19,12.705
2004-12-20,12.767
2004-12-21,12.834
2004-12-22,12.965
2004-12-23,12.958
2004-12-24,12.974
2004-12-25,12.827
2004-12-26,12.814
2004-12-27,12.973
2004-12-28,13.046
2004-12-29,12.989
2004-12-30,13.058
2004-12-31,13.019
2005-01-01,13.16
2005-01-02,13.163
2005-01-03,13.293
2005-01-04,13.313
2005-01-05,13.383
2005-01-06,13.324
2005-01-07,13.452
2005-01-08,13.404
2005-01-09,13.431
2005-01-10,13.503
2005-01-11,13.55
2005-01-12,13.516
2005-01-13,13.656
2005-01-14,13.62
2005-01-15,13.604
2005-01-16,13.74
2005-01-17,13.809
2005-01-18,13.711
2005-01-19,13.705
2005-01-20,13.765
2005-01-21,13.705
2005-01-22,13.764
2005-01-23,13.851
2005-01-24,13.963
2005-01-25,13.981
2005-01-26,13.892
2005-01-27,13.931
2005-01-28,14.064
2005-01-29,14.097
2005-01-30,14.136
2005-01-31,14.019
2005-02-01,14.031
2005-02-02,14.071
2005-02-03,14.145
2005-02-04,14.128
2005-02-05,14.107
2005-02-06,14.076
2005-02-07,14.089
2005-02-08,14.171
2005-02-09,14.259
2005-02-10,14.296
2005-02-11,14.278
2005-02-12,14.302
2005-02-13,14.332
2005-02-14,14.405
2005-02-15,14.456
2005-02-16,14.515
2005-02-17,14.467
2005-02-18,14.415
2005-02-19,14.427
2005-02-20,14.469
2005-02-21,14.454
2005-02-22,14.431
2005-02-23,14.541
2005-02-24,14.592
2005-02-25,14.652
2005-02-26,14.737
2005-02-27,14.815
2005-02-28,14.779
2005-03-01,14.874
2005-03-02,14.926
2005-03-03,14.84
2005-03-04,14.851
2005-03-05,14.9
2005-03-06,14.903
2005-03-07,14.906
2005-03-08,14.935
2005-03-09,14.993
2005-03-10,14.891
2005-03-11,14.95
2005-03-12,14.992
2005-03-13,14.893
2005-03-14,14.761
2005-03-15,14.708
2005-03-16,14.712
2005-03-17,14.73
2005-03-18,14.642
2005-03-19,14.556
2005-03-20,14.475
2005-03-21,14.442
2005-03-22,14.435
2005-03-23,14.434
2005-03-24,14.437
2005-03-25,14.432
2005-03-26,14.41
2005-03-27,14.393
2005-03-28,14.422
2005-03-29,14.509
2005-03-30,14.508
2005-03-31,14.425
2005-04-01,14.398
2005-04-02,14.314
2005-04-03,14.414
2005-04-04,14.396
2005-04-05,14.43
2005-04-06,14.369
2005-04-07,14.342
2005-04-08,14.345
2005-04-09,14.279
2005-04-10,14.194
2005-04-11,14.248
2005-04-12,14.206
2005-04-13,14.142
2005-04-14,14.142
2005-04-15,14.038
2005-04-16,14.009
2005-04-17,14.013
2005-04-18,14.003
2005-04-19,13.965
2005-04-20,14.023
2005-04-21,14.016
2005-04-22,13.954
2005-04-23,13.88
2005-04-24,13.927
2005-04-25,13.908
2005-04-26,13.795
2005-04-27,13.782
2005-04-28,13.737
2005-04-29,13.725
2005-04-30,13.701
2005-05-01,13.581
2005-05-02,13.464
2005-05-03,13.397
2005-05-04,13.314
2005-05-05,13.264
2005-05-06,13.247
2005-05-07,13.211
2005-05-08,13.205
2005-05-09,13.215
2005-05-10,13.227
2005-05-11,13.119
2005-05-12,13.109
2005-05-13,13.108
2005-05-14,13.083
2005-05-15,13.025
2005-05-16,12.945
2005-05-17,12.906
2005-05-18,12.911
2005-05-19,12.87
2005-05-20,12.861
2005-05-21,12.795
2005-05-22,12.688
2005-05-23,12.615
2005-05-24,12.552
2005-05-25,12.548
2005-05-26,12.429
2005-05-27,12.402
2005-05-28,12.365
2005-05-29,12.352
2005-05-30,12.267
2005-05-31,12.169
2005-06-01,12.019
2005-06-02,11.899
2005-06-03,11.785
2005-06-04,11.736
2005-06-05,11.705
2005-06-06,11.637
2005-06-07,11.625
2005-06-08,11.53
2005-06-09,11.53
2005-06-10,11.477
2005-06-11,11.468
2005-06-12,11.456
2005-06-13,11.369
2005-06-14,11.338
2005-06-15,11.261
2005-06-16,11.184
2005-06-17,11.145
2005-06-18,11.12
2005-06-19,11.056
2005-06-20,10.965
2005-06-21,10.913
2005-06-22,10.853
2005-06-23,10.794
2005-06-24,10.702
2005-06-25,10.627
2005-06-26,10.56
2005-06-27,10.397
2005-06-28,10.265
2005-06-29,10.234
2005-06-30,10.211
2005-07-01,9.971
2005-07-02,9.878
2005-07-03,9.823
2005-07-04,9.738
2005-07-05,9.669
2005-07-06,9.508
2005-07-07,9.406
2005-07-08,9.355
2005-07-09,9.265
2005-07-10,9.197
2005-07-11,9.167
2005-07-12,9.168
2005-07-13,9.068
2005-07-14,9.043
2005-07-15,8.857
2005-07-16,8.755
2005-07-17,8.687
2005-07-18,8.544
2005-07-19,8.559
2005-07-20,8.419
2005-07-21,8.022
2005-07-22,7.961
2005-07-23,7.872
2005-07-24,7.783
2005-07-25,7.772
2005-07-26,7.704
2005-07-27,7.538
2005-07-28,7.495
2005-07-29,7.408
2005-07-30,7.303
2005-07-31,7.176
2005-08-01,7.107
2005-08-02,7.042
2005-08-03,7.014
2005-08-04,7.031
2005-08-05,6.92
2005-08-06,6.771
2005-08-07,6.715
2005-08-08,6.662
2005-08-09,6.577
2005-08-10,6.494
2005-08-11,6.433
2005-08-12,6.384
2005-08-13,6.377
2005-08-14,6.373
2005-08-15,6.301
2005-08-16,6.282
2005-08-17,6.168
2005-08-18,6.122
2005-08-19,6.046
2005-08-20,6.039
2005-08-21,6.017
2005-08-22,6.031
2005-08-23,6.004
2005-08-24,5.951
2005-08-25,5.879
2005-08-26,5.87
2005-08-27,5.839
2005-08-28,5.839
2005-08-29,5.765
2005-08-30,5.642
2005-08-31,5.64
2005-09-01,5.654
2005-09-02,5.615
2005-09-03,5.631
2005-09-04,5.655
2005-09-05,5.655
2005-09-06,5.677
2005-09-07,5.593
2005-09-08,5.614
2005-09-09,5.582
2005-09-10,5.627
2005-09-11,5.601
2005-09-12,5.538
2005-09-13,5.51
2005-09-14,5.493
2005-09-15,5.47
2005-09-16,5.438
2005-09-17,5.382
2005-09-18,5.324
2005-09-19,5.322
2005-09-20,5.314
2005-09-21,5.316
2005-09-22,5.317
2005-09-23,5.333
2005-09-24,5.351
2005-09-25,5.382
2005-09-26,5.427
2005-09-27,5.489
2005-09-28,5.512
2005-09-29,5.599
2005-09-30,5.692
2005-10-01,5.836
2005-10-02,5.88
2005-10-03,5.98
2005-10-04,6.03
2005-10-05,6.044
2005-10-06,6.124
2005-10-07,6.187
2005-10-08,6.236
2005-10-09,6.326
2005-10-10,6.434
2005-10-11,6.489
2005-10-12,6.594
2005-10-13,6.693
2005-10-14,6.855
2005-10-15,6.996
2005-10-16,7.075
2005-10-17,7.201
2005-10-18,7.338
2005-10-19,7.509
2005-10-20,7.757
2005-10-21,8.054
2005-10-22,8.264
2005-10-23,8.439
2005-10-24,8.609
2005-10-25,8.701
2005-10-26,8.776
2005-10-27,8.885
2005-10-28,9.006
2005-10-29,9.124
2005-10-30,9.222
2005-10-31,9.247
2005-11-01,9.336
2005-11-02,9.408
2005-11-03,9.51
2005-11-04,9.557
2005-11-05,9.611
2005-11-06,9.707
2005-11-07,9.836
2005-11-08,9.853
2005-11-09,9.916
2005-11-10,9.936
2005-11-11,9.933
2005-11-12,9.958
2005-11-13,10.012
2005-11-14,9.976
2005-11-15,10.05
2005-11-16,10.144
2005-11-17,10.189
2005-11-18,10.182
2005-11-19,10.272
2005-11-20,10.309
2005-11-21,10.431
2005-11-22,10.569
2005-11-23,10.733
2005-11-24,10.757
2005-11-25,10.862
2005-11-26,11.063
2005-11-27,11.015
2005-11-28,11.086
2005-11-29,11.135
2005-11-30,11.144
2005-12-01,11.306
2005-12-02,11.398
2005-12-03,11.356
2005-12-04,11.397
2005-12-05,11.504
2005-12-06,11.538
2005-12-07,11.709
2005-12-08,11.763
2005-12-09,11.729
2005-12-10,11.776
2005-12-11,11.83
2005-12-12,11.968
2005-12-13,12.033
2005-12-14,12.244
2005-12-15,12.412
2005-12-16,12.344
2005-12-17,12.405
2005-12-18,12.482
2005-12-19,12.456
2005-12-20,12.466
2005-12-21,12.527
2005-12-22,12.6
2005-12-23,12.619
2005-12-24,12.625
2005-12-25,12.754
2005-12-26,12.872
2005-12-27,12.946
2005-12-28,12.94
2005-12-29,12.976
2005-12-30,13.016
2005-12-31,13.065
2006-01-01,13.16
2006-01-02,13.21
2006-01-03,13.267
2006-01-04,13.307
2006-01-05,13.314
2006-01-06,13.265
2006-01-07,13.301
2006-01-08,13.292
2006-01-09,13.336
2006-01-10,13.431
2006-01-11,13.491
2006-01-12,13.535
2006-01-13,13.424
2006-01-14,13.44
2006-01-15,13.474
2006-01-16,13.451
2006-01-17,13.445
2006-01-18,13.307
2006-01-19,13.431
2006-01-20,13.337
2006-01-21,13.317
2006-01-22,13.472
2006-01-23,13.592
2006-01-24,13.521
2006-01-25,13.546
2006-01-26,13.658
2006-01-27,13.719
2006-01-28,13.775
2006-01-29,13.856
2006-01-30,13.801
2006-01-31,13.958
2006-02-01,14.081
2006-02-02,14.118
2006-02-03,14.159
2006-02-04,14.176
2006-02-05,14.28
2006-02-06,14.292
2006-02-07,14.251
2006-02-08,14.228
2006-02-09,14.335
2006-02-10,14.347
2006-02-11,14.381
2006-02-12,14.444
2006-02-13,14.495
2006-02-14,14.437
2006-02-15,14.378
2006-02-16,14.39
2006-02-17,14.486
2006-02-18,14.42
2006-02-19,14.277
2006-02-20,14.286
2006-02-21,14.34
2006-02-22,14.378
2006-02-23,14.342
2006-02-24,14.284
2006-02-25,14.335
2006-02-26,14.347
2006-02-27,14.39
2006-02-28,14.422
2006-03-01,14.434
2006-03-02,14.471
2006-03-03,14.445
2006-03-04,14.473
2006-03-05,14.535
2006-03-06,14.56
2006-03-07,14.52
2006-03-08,14.591
2006-03-09,14.672
2006-03-10,14.756
2006-03-11,14.777
2006-03-12,14.617
2006-03-13,14.521
2006-03-14,14.471
2006-03-15,14.404
2006-03-16,14.374
2006-03-17,14.336
2006-03-18,14.394
2006-03-19,14.397
2006-03-20,14.457
2006-03-21,14.414
2006-03-22,14.346
2006-03-23,14.22
2006-03-24,14.206
2006-03-25,14.212
2006-03-26,14.257
2006-03-27,14.251
2006-03-28,14.249
2006-03-29,14.243
2006-03-30,14.214
2006-03-31,14.233
2006-04-01,14.22
2006-04-02,14.297
2006-04-03,14.211
2006-04-04,14.121
2006-04-05,14.251
2006-04-06,14.25
2006-04-07,14.149
2006-04-08,14.068
2006-04-09,13.947
2006-04-10,13.986
2006-04-11,13.948
2006-04-12,13.92
2006-04-13,13.958
2006-04-14,13.912
2006-04-15,13.952
2006-04-16,13.999
2006-04-17,14.013
2006-04-18,13.913
2006-04-19,13.967
2006-04-20,13.945
2006-04-21,13.853
2006-04-22,13.875
2006-04-23,13.819
2006-04-24,13.7
2006-04-25,13.684
2006-04-26,13.619
2006-04-27,13.527
2006-04-28,13.401
2006-04-29,13.361
2006-04-30,13.31
2006-05-01,13.087
2006-05-02,13.002
2006-05-03,12.923
2006-05-04,12.876
2006-05-05,12.835
2006-05-06,12.841
2006-05-07,12.783
2006-05-08,12.765
2006-05-09,12.713
2006-05-10,12.708
2006-05-11,12.709
2006-05-12,12.706
2006-05-13,12.66
2006-05-14,12.636
2006-05-15,12.571
2006-05-16,12.556
2006-05-17,12.475
2006-05-18,12.442
2006-05-19,12.439
2006-05-20,12.511
2006-05-21,12.424
2006-05-22,12.371
2006-05-23,12.335
2006-05-24,12.295
2006-05-25,12.246
2006-05-26,12.15
2006-05-27,12.059
2006-05-28,12.0
2006-05-29,12.012
2006-05-30,11.919
2006-05-31,11.989
2006-06-01,11.868
2006-06-02,11.84
2006-06-03,11.735
2006-06-04,11.627
2006-06-05,11.624
2006-06-06,11.543
2006-06-07,11.497
2006-06-08,11.45
2006-06-09,11.403
2006-06-10,11.332
2006-06-11,11.282
2006-06-12,11.258
2006-06-13,11.212
2006-06-14,11.091
2006-06-15,11.033
2006-06-16,10.972
2006-06-17,10.887
2006-06-18,10.796
2006-06-19,10.76
2006-06-20,10.679
2006-06-21,10.548
2006-06-22,10.48
2006-06-23,10.45
2006-06-24,10.287
2006-06-25,10.22
2006-06-26,10.106
2006-06-27,10.018
2006-06-28,9.913
2006-06-29,9.854
2006-06-30,9.82
2006-07-01,9.63
2006-07-02,9.5
2006-07-03,9.439
2006-07-04,9.391
2006-07-05,9.218
2006-07-06,9.135
2006-07-07,9.16
2006-07-08,9.045
2006-07-09,8.874
2006-07-10,8.811
2006-07-11,8.714
2006-07-12,8.709
2006-07-13,8.667
2006-07-14,8.601
2006-07-15,8.552
2006-07-16,8.488
2006-07-17,8.432
2006-07-18,8.375
2006-07-19,8.248
2006-07-20,8.239
2006-07-21,8.087
2006-07-22,7.972
2006-07-23,7.913
2006-07-24,7.932
2006-07-25,7.759
2006-07-26,7.708
2006-07-27,7.717
2006-07-28,7.606
2006-07-29,7.516
2006-07-30,7.453
2006-07-31,7.364
2006-08-01,7.325
2006-08-02,7.233
2006-08-03,7.159
2006-08-04,7.097
2006-08-05,7.014
2006-08-06,6.974
2006-08-07,6.883
2006-08-08,6.892
2006-08-09,6.78
2006-08-10,6.717
2006-08-11,6.669
2006-08-12,6.609
2006-08-13,6.613
2006-08-14,6.517
2006-08-15,6.541
2006-08-16,6.437
2006-08-17,6.45
2006-08-18,6.407
2006-08-19,6.235
2006-08-20,6.118
2006-08-21,6.138
2006-08-22,6.158
2006-08-23,6.121
2006-08-24,6.122
2006-08-25,6.08
2006-08-26,6.082
2006-08-27,6.077
2006-08-28,6.0
2006-08-29,5.971
2006-08-30,5.963
2006-08-31,5.982
2006-09-01,5.937
2006-09-02,6.03
2006-09-03,5.997
2006-09-04,5.903
2006-09-05,5.889
2006-09-06,5.866
2006-09-07,5.873
2006-09-08,5.917
2006-09-09,5.942
2006-09-10,5.887
2006-09-11,5.944
2006-09-12,5.889
2006-09-13,5.79
2006-09-14,5.746
