,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
3217428,2,2019-03-13 14:01:30,2019-03-13 14:29:12,1,11.12,1,N,138,161,2,33.0,0.0,0.5,0.0,5.76,0.3,42.06,2.5
4464473,2,2019-03-18 09:13:40,2019-03-18 09:20:34,1,0.89,1,N,90,186,1,6.0,0.0,0.5,0.46,0.0,0.3,9.76,2.5
75896,2,2019-03-01 10:27:21,2019-03-01 10:50:06,2,2.47,1,N,107,87,1,15.5,0.0,0.5,5.64,0.0,0.3,24.44,2.5
306398,1,2019-03-02 02:06:43,2019-03-02 02:25:41,2,5.8,1,N,114,75,1,19.0,3.0,0.5,2.0,0.0,0.3,24.8,2.5
10618,2,2019-03-01 01:31:04,2019-03-01 01:47:05,2,5.05,1,N,249,80,2,17.0,0.5,0.5,0.0,0.0,0.3,20.8,2.5
7251612,2,2019-03-29 16:55:06,2019-03-29 17:03:41,1,1.64,1,N,186,113,2,8.0,1.0,0.5,0.0,0.0,0.3,12.3,2.5
2865589,2,2019-03-12 08:43:44,2019-03-12 08:47:59,1,0.34,1,N,161,230,2,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
458618,2,2019-03-02 18:38:58,2019-03-02 18:48:55,6,0.85,1,N,234,79,1,7.5,0.0,0.5,2.2,0.0,0.3,13.0,2.5
2409694,1,2019-03-10 06:22:50,2019-03-10 06:31:33,1,3.4,1,N,238,186,2,11.0,2.5,0.5,0.0,0.0,0.3,14.3,2.5
3502032,2,2019-03-14 15:26:04,2019-03-14 15:40:56,1,1.81,1,N,162,50,1,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
5429502,2,2019-03-22 06:52:57,2019-03-22 06:56:22,1,0.53,1,N,170,100,1,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
315880,2,2019-03-02 03:25:05,2019-03-02 03:52:33,1,5.17,1,N,48,7,2,19.5,0.5,0.5,0.0,0.0,0.3,23.3,2.5
1076526,1,2019-03-05 14:39:10,2019-03-05 14:54:43,1,1.5,1,N,142,162,1,10.5,2.5,0.5,2.75,0.0,0.3,16.55,2.5
3513637,2,2019-03-14 16:05:09,2019-03-14 16:14:44,3,1.1,1,N,237,262,2,7.5,1.0,0.5,0.0,0.0,0.3,11.8,2.5
2485046,2,2019-03-10 14:02:12,2019-03-10 14:22:12,1,2.96,1,N,229,68,1,14.0,0.0,0.5,3.46,0.0,0.3,20.76,2.5
3712899,1,2019-03-15 10:01:18,2019-03-15 10:10:54,1,1.0,1,N,13,231,1,7.5,2.5,0.5,2.15,0.0,0.3,12.95,2.5
5310194,2,2019-03-21 18:50:46,2019-03-21 18:59:28,2,1.32,1,N,107,249,1,7.5,1.0,0.5,2.36,0.0,0.3,14.16,2.5
6680281,2,2019-03-27 12:29:01,2019-03-27 12:34:23,1,0.56,1,N,90,68,1,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
3439277,1,2019-03-14 10:09:23,2019-03-14 10:37:33,1,6.9,1,N,151,114,2,25.5,2.5,0.5,0.0,0.0,0.3,28.8,2.5
3260157,1,2019-03-13 17:20:30,2019-03-13 17:28:55,1,1.5,1,N,170,113,1,8.0,3.5,0.5,1.11,0.0,0.3,13.41,2.5
5761710,2,2019-03-23 11:23:47,2019-03-23 11:28:09,1,0.25,1,N,162,162,2,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
830581,2,2019-03-04 13:29:07,2019-03-04 13:34:38,1,0.64,1,N,246,48,2,5.5,0.0,0.5,0.0,0.0,0.3,8.8,2.5
1856957,2,2019-03-08 08:05:56,2019-03-08 08:42:10,1,10.1,1,N,138,161,1,32.0,0.0,0.5,4.0,5.76,0.3,45.06,2.5
5222131,1,2019-03-21 12:33:26,2019-03-21 12:55:51,1,5.2,1,N,88,170,1,19.0,2.5,0.5,2.23,0.0,0.3,24.53,2.5
1701015,2,2019-03-07 18:23:35,2019-03-07 18:38:24,2,1.22,1,N,239,163,1,10.0,1.0,0.5,3.58,0.0,0.3,17.88,2.5
1339843,2,2019-03-06 13:24:45,2019-03-06 13:44:05,1,1.41,1,N,141,162,1,12.5,0.0,0.5,4.74,0.0,0.3,20.54,2.5
5970432,1,2019-03-24 03:27:11,2019-03-24 03:32:01,1,0.6,1,N,114,148,1,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
339175,2,2019-03-02 09:42:03,2019-03-02 09:52:34,1,2.24,1,N,162,113,1,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
6084814,1,2019-03-24 17:43:45,2019-03-24 18:03:02,1,4.2,1,N,142,74,2,16.5,2.5,0.5,0.0,0.0,0.3,19.8,2.5
1320904,1,2019-03-06 11:21:49,2019-03-06 11:33:26,1,1.5,1,N,237,142,1,9.0,2.5,0.5,3.05,0.0,0.3,15.35,2.5
5544170,2,2019-03-22 15:42:06,2019-03-22 15:43:30,1,0.05,1,N,41,166,1,3.0,0.0,0.5,0.0,0.0,0.3,3.8,0.0
6995347,2,2019-03-28 17:24:29,2019-03-28 17:55:11,6,7.94,1,N,138,236,1,28.0,1.0,0.5,7.61,5.76,0.3,45.67,2.5
5792258,2,2019-03-23 13:32:51,2019-03-23 13:49:21,5,1.64,1,N,186,230,2,12.0,0.0,0.5,0.0,0.0,0.3,15.3,2.5
2350457,1,2019-03-09 23:54:27,2019-03-10 00:03:26,1,1.7,1,N,75,24,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,0.0
3416986,1,2019-03-14 09:57:50,2019-03-14 10:31:42,1,7.4,1,N,263,261,1,29.0,2.5,0.5,4.0,0.0,0.3,36.3,2.5
4536828,2,2019-03-18 15:10:47,2019-03-18 15:59:59,5,17.44,2,N,132,230,1,52.0,0.0,0.5,12.21,5.76,0.3,73.27,2.5
327611,2,2019-03-02 07:37:37,2019-03-02 07:56:25,1,6.46,1,N,100,224,2,21.5,0.0,0.5,0.0,0.0,0.3,24.8,2.5
5245574,1,2019-03-21 13:57:38,2019-03-21 14:11:03,1,0.7,1,N,237,237,1,9.0,2.5,0.5,2.45,0.0,0.3,14.75,2.5
1614289,2,2019-03-07 12:00:03,2019-03-07 12:17:26,2,1.21,1,N,170,230,1,11.0,0.0,0.5,3.58,0.0,0.3,17.88,2.5
5992134,2,2019-03-24 09:09:33,2019-03-24 09:13:47,1,0.58,1,N,90,68,1,5.0,0.0,0.5,1.0,0.0,0.3,9.3,2.5
6855704,2,2019-03-28 03:30:24,2019-03-28 03:34:22,1,1.18,1,N,230,68,1,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
6630927,2,2019-03-27 08:39:41,2019-03-27 08:42:24,1,0.6,1,N,230,142,1,4.0,0.0,0.5,1.82,0.0,0.3,9.12,2.5
7567536,2,2019-03-30 21:49:05,2019-03-30 22:36:06,1,17.39,1,N,132,256,1,51.0,0.5,0.5,5.7,0.0,0.3,58.0,0.0
927617,2,2019-03-04 20:37:46,2019-03-04 21:11:26,1,11.71,1,N,230,228,1,36.5,0.5,0.5,8.06,0.0,0.3,48.36,2.5
78804,2,2019-03-01 10:05:31,2019-03-01 10:08:36,2,0.14,1,N,186,186,2,4.0,0.0,0.5,0.0,0.0,0.3,7.3,2.5
920187,2,2019-03-04 19:22:33,2019-03-04 19:35:19,6,1.81,1,N,229,236,1,10.0,1.0,0.5,2.86,0.0,0.3,17.16,2.5
5087780,2,2019-03-20 21:13:11,2019-03-20 21:13:31,1,0.02,1,N,114,114,2,2.5,0.5,0.5,0.0,0.0,0.3,6.3,2.5
5968745,2,2019-03-24 03:35:17,2019-03-24 03:40:13,1,1.2,1,N,148,107,1,6.0,0.5,0.5,1.0,0.0,0.3,10.8,2.5
4427832,2,2019-03-18 01:37:17,2019-03-18 01:51:33,1,3.77,1,N,79,50,1,14.0,0.5,0.5,4.45,0.0,0.3,22.25,2.5
7523586,2,2019-03-30 18:15:45,2019-03-30 18:30:18,2,2.65,1,N,143,246,1,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5
4085139,1,2019-03-16 17:43:31,2019-03-16 17:56:49,2,4.1,1,N,48,151,3,14.5,2.5,0.5,0.0,0.0,0.3,17.8,2.5
3066653,1,2019-03-12 21:37:52,2019-03-12 21:43:44,2,0.6,1,N,140,141,1,5.5,3.0,0.5,1.4,0.0,0.3,10.7,2.5
2890236,2,2019-03-12 10:01:24,2019-03-12 10:11:35,2,0.79,1,N,43,140,2,7.5,0.0,0.5,0.0,0.0,0.3,10.8,2.5
3708098,2,2019-03-15 09:26:51,2019-03-15 09:50:06,1,3.73,1,N,239,246,1,16.5,0.0,0.5,3.0,0.0,0.3,22.8,2.5
220038,2,2019-03-01 19:31:18,2019-03-01 19:49:32,1,1.62,1,N,162,230,2,12.5,1.0,0.5,0.0,0.0,0.3,16.8,2.5
6334379,1,2019-03-25 21:05:22,2019-03-25 21:13:43,1,1.1,1,N,230,233,1,7.0,3.0,0.5,2.7,0.0,0.3,13.5,2.5
3709471,1,2019-03-15 09:26:12,2019-03-15 09:35:34,1,0.9,1,N,229,140,1,7.5,2.5,0.5,2.15,0.0,0.3,12.95,2.5
2345525,1,2019-03-09 22:42:45,2019-03-09 23:02:08,1,2.7,1,N,162,113,1,14.0,3.0,0.5,3.55,0.0,0.3,21.35,2.5
3507178,2,2019-03-14 15:24:09,2019-03-14 16:05:21,1,9.66,1,N,138,79,2,34.0,0.0,0.5,0.0,0.0,0.3,37.3,2.5
1267962,1,2019-03-06 08:36:52,2019-03-06 09:06:08,1,4.2,1,N,238,246,1,19.5,2.5,0.5,4.55,0.0,0.3,27.35,2.5
5195835,1,2019-03-21 10:34:12,2019-03-21 10:51:35,1,1.6,1,N,142,161,1,12.0,2.5,0.5,3.06,0.0,0.3,18.36,2.5
4277748,1,2019-03-17 11:41:31,2019-03-17 11:49:14,1,1.3,1,N,249,148,1,7.5,2.5,0.5,1.08,0.0,0.3,11.88,2.5
6326346,2,2019-03-25 21:31:24,2019-03-25 21:51:33,2,4.49,1,N,87,230,2,16.5,0.5,0.5,0.0,0.0,0.3,20.3,2.5
4336747,1,2019-03-17 15:15:19,2019-03-17 15:40:53,1,2.8,1,N,68,144,1,17.0,2.5,0.5,4.05,0.0,0.3,24.35,2.5
1459767,2,2019-03-06 20:25:22,2019-03-06 20:49:55,3,11.48,1,N,132,9,1,32.0,0.5,0.5,8.32,0.0,0.3,41.62,0.0
6204251,2,2019-03-25 11:45:41,2019-03-25 11:51:07,4,0.76,1,N,43,141,1,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
7271539,2,2019-03-29 18:34:26,2019-03-29 19:31:57,2,10.03,1,N,138,161,2,40.5,1.0,0.5,0.0,5.76,0.3,50.56,2.5
5288876,2,2019-03-21 16:01:26,2019-03-21 16:04:33,1,0.51,1,N,142,48,2,4.0,1.0,0.5,0.0,0.0,0.3,8.3,2.5
2696313,1,2019-03-11 14:12:02,2019-03-11 14:19:25,1,1.1,1,N,79,137,1,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
1603170,2,2019-03-07 11:43:14,2019-03-07 12:01:30,2,8.17,5,N,143,119,1,23.45,0.0,0.0,0.0,0.0,0.3,23.75,0.0
5707520,2,2019-03-23 02:50:21,2019-03-23 03:07:21,2,2.84,1,N,255,37,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76,0.0
1794837,2,2019-03-07 23:02:46,2019-03-07 23:40:22,1,8.32,1,N,186,37,1,30.5,0.5,0.5,8.01,5.76,0.3,48.07,2.5
1772333,2,2019-03-07 21:10:13,2019-03-07 21:17:24,1,1.14,1,N,231,249,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5
1152587,1,2019-03-05 18:49:39,2019-03-05 18:53:20,1,0.5,1,N,158,249,2,4.0,3.5,0.5,0.0,0.0,0.3,8.3,2.5
3091494,2,2019-03-12 23:27:49,2019-03-12 23:35:34,1,1.5,1,N,163,236,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
2227443,1,2019-03-09 15:59:32,2019-03-09 16:10:19,1,1.2,1,N,125,231,1,8.5,2.5,0.5,1.0,0.0,0.3,12.8,2.5
5315661,2,2019-03-21 18:47:36,2019-03-21 19:02:29,2,2.01,1,N,239,141,2,11.5,1.0,0.5,0.0,0.0,0.3,15.8,2.5
4256800,1,2019-03-17 09:46:10,2019-03-17 10:00:41,1,2.6,1,N,24,142,1,12.0,2.5,0.5,3.06,0.0,0.3,18.36,2.5
7618982,2,2019-03-31 00:49:28,2019-03-31 00:56:23,1,0.9,1,N,211,114,1,6.5,0.5,0.5,1.5,0.0,0.3,11.8,2.5
7571304,1,2019-03-30 21:27:52,2019-03-30 21:31:10,2,0.4,1,N,100,68,1,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5
2289682,2,2019-03-09 19:14:04,2019-03-09 19:38:36,1,1.75,1,N,68,107,1,15.0,0.0,0.5,1.2,0.0,0.3,19.5,2.5
3337969,2,2019-03-13 21:53:38,2019-03-13 22:02:15,1,1.57,1,N,114,79,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
514778,2,2019-03-02 22:29:43,2019-03-02 22:42:32,1,1.3,1,N,79,113,1,9.5,0.5,0.5,2.26,0.0,0.3,15.56,2.5
1435398,2,2019-03-06 18:35:41,2019-03-06 18:46:43,5,1.33,1,N,234,114,1,8.5,1.0,0.5,1.5,0.0,0.3,14.3,2.5
6623801,1,2019-03-27 08:23:03,2019-03-27 08:33:34,1,0.9,1,N,231,13,1,8.0,2.5,0.5,1.0,0.0,0.3,12.3,2.5
257727,2,2019-03-01 22:34:41,2019-03-01 22:42:17,2,1.63,1,N,161,113,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
1476105,1,2019-03-06 21:33:49,2019-03-06 21:41:57,1,1.2,1,N,79,211,1,7.5,3.0,0.5,1.0,0.0,0.3,12.3,2.5
278738,2,2019-03-01 23:23:54,2019-03-01 23:42:17,1,5.5,1,N,238,243,1,19.0,0.5,0.5,4.56,0.0,0.3,27.36,2.5
6671132,1,2019-03-27 11:05:07,2019-03-27 11:07:15,1,0.3,1,N,263,262,1,3.5,2.5,0.5,1.35,0.0,0.3,8.15,2.5
4911545,2,2019-03-20 07:34:28,2019-03-20 07:52:38,1,1.64,1,N,229,137,1,12.5,0.0,0.5,1.5,0.0,0.3,17.3,2.5
5392606,2,2019-03-21 22:24:44,2019-03-21 22:41:31,1,4.49,1,N,48,13,1,16.0,0.5,0.5,3.96,0.0,0.3,23.76,2.5
2306561,2,2019-03-09 20:30:29,2019-03-09 20:34:53,1,0.66,1,N,43,236,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
694206,2,2019-03-03 17:31:38,2019-03-03 17:46:20,2,2.7,1,N,249,163,1,11.5,0.0,0.5,2.96,0.0,0.3,17.76,2.5
1295867,1,2019-03-06 10:03:31,2019-03-06 10:42:37,1,11.1,1,N,138,142,1,34.5,2.5,0.5,8.7,5.76,0.3,52.26,2.5
5475860,2,2019-03-22 09:07:25,2019-03-22 09:26:07,2,1.89,1,N,233,230,1,12.5,0.0,0.5,3.16,0.0,0.3,18.96,2.5
2734020,2,2019-03-11 17:38:48,2019-03-11 17:44:03,1,0.5,1,N,163,142,1,5.0,1.0,0.5,0.22,0.0,0.3,9.52,2.5
3707696,2,2019-03-15 09:56:56,2019-03-15 10:12:15,1,1.18,1,N,97,65,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,0.0
5883071,2,2019-03-23 20:12:50,2019-03-23 20:20:13,1,0.75,1,N,68,164,1,6.5,0.5,0.5,2.58,0.0,0.3,12.88,2.5
3188018,2,2019-03-13 12:26:37,2019-03-13 12:50:04,5,3.6,1,N,13,234,1,17.5,0.0,0.5,4.16,0.0,0.3,24.96,2.5
7107096,2,2019-03-29 00:55:51,2019-03-29 00:59:49,1,0.79,1,N,236,236,1,5.0,0.5,0.5,2.0,0.0,0.3,12.75,2.5
5767719,1,2019-03-23 12:23:06,2019-03-23 12:46:52,1,8.4,1,N,236,66,1,27.0,2.5,0.5,6.05,0.0,0.3,36.35,2.5
5147678,1,2019-03-21 05:35:00,2019-03-21 05:38:07,1,0.9,1,N,239,142,2,5.0,3.0,0.5,0.0,0.0,0.3,8.8,2.5
3527966,1,2019-03-14 17:25:51,2019-03-14 17:41:21,2,1.6,1,N,90,230,2,11.0,3.5,0.5,0.0,0.0,0.3,15.3,2.5
1287306,2,2019-03-06 09:27:08,2019-03-06 09:31:19,5,0.77,1,N,48,48,1,5.0,0.0,0.5,1.66,0.0,0.3,9.96,2.5
7311593,1,2019-03-29 20:24:48,2019-03-29 20:59:21,1,9.5,1,N,114,223,1,32.0,3.0,0.5,8.9,0.0,0.3,44.7,2.5
6088084,1,2019-03-24 17:59:47,2019-03-24 18:07:48,1,1.1,1,N,186,170,1,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
2961286,2,2019-03-12 15:26:33,2019-03-12 16:08:18,1,7.87,1,N,140,95,1,32.0,0.0,0.5,0.0,0.0,0.3,32.8,0.0
7278331,2,2019-03-29 18:11:10,2019-03-29 18:18:37,5,0.77,1,N,163,229,1,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
2028546,1,2019-03-08 19:00:20,2019-03-08 19:10:52,3,0.6,1,N,186,48,1,8.0,3.5,0.5,3.05,0.0,0.3,15.35,2.5
4922537,1,2019-03-20 08:32:14,2019-03-20 08:41:19,1,1.0,1,N,164,233,2,7.5,2.5,0.5,0.0,0.0,0.3,10.8,2.5
3931478,2,2019-03-16 00:18:58,2019-03-16 00:24:17,3,1.0,1,N,230,246,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
7674610,2,2019-03-31 10:07:07,2019-03-31 10:18:45,1,2.23,1,N,146,260,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8,0.0
7697179,1,2019-03-31 12:56:42,2019-03-31 13:39:21,1,16.8,2,N,132,162,1,52.0,2.5,0.5,12.25,6.12,0.3,73.67,2.5
6037182,2,2019-03-24 13:42:07,2019-03-24 14:00:36,1,3.45,1,N,140,4,1,15.0,0.0,0.5,3.66,0.0,0.3,21.96,2.5
6053518,2,2019-03-24 15:27:41,2019-03-24 15:46:31,1,1.56,1,N,186,142,2,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5
4787648,2,2019-03-19 17:42:57,2019-03-19 18:03:46,1,2.99,1,N,233,143,1,15.0,1.0,0.5,1.0,0.0,0.3,20.3,2.5
1558467,2,2019-03-07 08:24:53,2019-03-07 08:36:22,2,2.12,1,N,113,161,1,10.0,0.0,0.5,2.66,0.0,0.3,15.96,2.5
1676842,1,2019-03-07 16:53:07,2019-03-07 17:45:24,1,16.8,2,Y,132,164,2,52.0,7.0,0.5,0.0,5.76,0.3,65.56,2.5
3252930,1,2019-03-13 17:44:09,2019-03-13 17:49:18,1,0.5,1,N,7,7,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8,0.0
6429050,2,2019-03-26 11:20:44,2019-03-26 11:26:04,2,0.71,1,N,48,142,1,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
7325099,1,2019-03-29 21:06:32,2019-03-29 21:12:58,1,0.8,1,N,164,48,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
4527055,2,2019-03-18 14:54:01,2019-03-18 15:05:52,1,1.81,1,N,236,43,2,10.0,0.0,0.5,0.0,0.0,0.3,13.3,2.5
6144642,2,2019-03-25 00:56:51,2019-03-25 01:01:48,1,0.58,1,N,163,48,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
7051443,2,2019-03-28 20:25:57,2019-03-28 20:44:10,1,2.64,1,N,162,113,1,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
4553201,2,2019-03-18 16:50:12,2019-03-18 16:59:58,1,1.51,1,N,158,234,1,8.0,1.0,0.5,2.46,0.0,0.3,14.76,2.5
2189679,1,2019-03-09 12:52:46,2019-03-09 13:08:45,1,2.2,1,N,231,234,1,12.0,2.5,0.5,2.3,0.0,0.3,17.6,2.5
7448558,1,2019-03-30 12:58:49,2019-03-30 13:02:00,1,0.7,1,N,151,24,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0.0
7300445,1,2019-03-29 19:08:23,2019-03-29 19:27:57,1,2.3,1,N,163,113,1,13.5,3.5,0.5,3.56,0.0,0.3,21.36,2.5
913444,2,2019-03-04 19:21:46,2019-03-04 19:27:17,6,1.09,1,N,164,230,2,6.0,1.0,0.5,0.0,0.0,0.3,10.3,2.5
1017691,2,2019-03-05 09:54:52,2019-03-05 10:11:43,1,2.66,1,N,112,226,1,13.0,0.0,0.5,0.0,0.0,0.3,13.8,0.0
6647883,1,2019-03-27 09:34:46,2019-03-27 09:39:55,1,0.4,1,N,161,163,1,5.0,2.5,0.5,1.65,0.0,0.3,9.95,2.5
1826084,1,2019-03-08 05:04:43,2019-03-08 05:16:47,1,3.7,1,N,107,263,1,12.5,3.0,0.5,3.25,0.0,0.3,19.55,2.5
468948,2,2019-03-02 19:16:47,2019-03-02 19:28:08,2,1.2,1,N,113,249,1,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
4951925,1,2019-03-20 11:45:33,2019-03-20 12:21:42,2,5.5,1,N,234,179,1,26.0,2.5,0.5,0.0,0.0,0.3,29.3,2.5
2653660,1,2019-03-11 10:45:55,2019-03-11 10:55:56,1,0.7,1,N,48,246,1,7.5,2.5,0.5,2.7,0.0,0.3,13.5,2.5
2809172,2,2019-03-11 22:27:34,2019-03-11 22:53:50,3,10.52,1,N,138,113,1,31.5,0.5,0.5,8.2,0.0,0.3,41.0,0.0
4423738,2,2019-03-18 00:27:35,2019-03-18 00:37:53,1,5.64,1,N,132,216,2,17.0,0.5,0.5,0.0,0.0,0.3,18.3,0.0
1109670,2,2019-03-05 16:02:11,2019-03-05 16:03:44,1,0.36,1,N,90,68,1,3.5,1.0,0.5,1.2,0.0,0.3,9.0,2.5
4212895,1,2019-03-17 01:43:07,2019-03-17 01:59:29,2,2.2,1,N,114,107,1,12.5,3.0,0.5,3.25,0.0,0.3,19.55,2.5
5418753,2,2019-03-22 01:04:21,2019-03-22 01:10:26,1,1.59,1,N,100,90,1,7.0,0.5,0.5,1.0,0.0,0.3,11.8,2.5
7532376,2,2019-03-30 18:37:42,2019-03-30 19:03:06,1,2.22,1,N,261,148,1,15.5,0.0,0.5,3.76,0.0,0.3,22.56,2.5
3780188,1,2019-03-15 15:06:05,2019-03-15 15:23:32,2,2.2,1,N,263,142,1,12.5,2.5,0.5,3.15,0.0,0.3,18.95,2.5
7249226,2,2019-03-29 16:27:06,2019-03-29 16:34:49,1,0.92,1,N,249,234,1,6.5,1.0,0.5,2.16,0.0,0.3,12.96,2.5
3669978,2,2019-03-15 06:18:44,2019-03-15 06:31:42,1,2.2,1,N,48,234,1,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5
763509,1,2019-03-04 05:28:17,2019-03-04 05:32:57,1,0.8,1,N,137,170,1,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5
2839223,1,2019-03-12 06:12:50,2019-03-12 06:18:36,2,1.0,1,N,186,161,1,6.0,2.5,0.5,1.0,0.0,0.3,10.3,2.5
3771540,2,2019-03-15 14:20:24,2019-03-15 14:36:11,1,1.37,1,N,100,137,2,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5
5362177,2,2019-03-21 21:47:33,2019-03-21 22:03:17,1,1.84,1,N,249,87,1,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
7415248,2,2019-03-30 09:58:04,2019-03-30 10:19:04,3,2.41,1,N,87,113,1,14.5,0.0,0.5,1.5,0.0,0.3,19.3,2.5
3277705,1,2019-03-13 18:57:52,2019-03-13 19:14:21,1,1.7,1,N,164,50,1,11.5,3.5,0.5,2.2,0.0,0.3,18.0,2.5
4938009,1,2019-03-20 09:05:53,2019-03-20 09:09:37,1,0.3,1,N,100,68,3,4.5,2.5,0.5,0.0,0.0,0.3,7.8,2.5
5378308,1,2019-03-21 22:40:56,2019-03-21 22:51:15,3,1.8,1,N,164,229,1,9.0,3.0,0.5,2.55,0.0,0.3,15.35,2.5
1989929,2,2019-03-08 17:32:06,2019-03-08 17:35:12,1,0.51,1,N,236,236,2,4.0,1.0,0.5,0.0,0.0,0.3,8.3,2.5
1753517,2,2019-03-07 20:05:16,2019-03-07 20:30:41,1,8.13,1,N,138,164,1,27.5,0.5,0.5,7.41,5.76,0.3,44.47,2.5
2302283,1,2019-03-09 19:59:44,2019-03-09 20:03:39,1,0.1,1,N,264,264,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0.0
95418,2,2019-03-01 11:47:42,2019-03-01 11:57:03,2,1.58,1,N,237,143,1,8.0,0.0,0.5,3.39,0.0,0.3,14.69,2.5
270133,2,2019-03-01 23:05:55,2019-03-01 23:11:41,1,1.18,1,N,141,262,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
5141912,1,2019-03-21 02:21:51,2019-03-21 02:43:17,2,8.4,1,N,249,244,1,26.0,3.0,0.5,5.95,0.0,0.3,35.75,2.5
5867372,1,2019-03-23 19:47:04,2019-03-23 19:55:25,2,0.7,1,N,246,100,1,6.5,2.5,0.5,1.95,0.0,0.3,11.75,2.5
2949327,1,2019-03-12 14:30:26,2019-03-12 14:49:00,2,1.4,1,N,163,162,1,12.0,2.5,0.5,3.05,0.0,0.3,18.35,2.5
1174169,2,2019-03-05 20:28:26,2019-03-05 21:03:13,5,18.42,2,N,132,148,2,52.0,0.0,0.5,0.0,0.0,0.3,55.3,2.5
7388254,1,2019-03-30 02:26:18,2019-03-30 02:32:21,1,1.2,1,N,186,113,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
2958069,2,2019-03-12 15:07:14,2019-03-12 15:12:01,1,0.72,1,N,262,140,1,5.0,0.0,0.5,1.0,0.0,0.3,9.3,2.5
364838,1,2019-03-02 11:03:47,2019-03-02 11:21:31,1,2.8,1,N,163,262,1,14.0,2.5,0.5,3.45,0.0,0.3,20.75,2.5
3339302,2,2019-03-13 22:55:53,2019-03-13 23:15:49,2,12.3,1,N,138,254,1,33.5,0.5,0.5,8.11,5.76,0.3,48.67,0.0
7442051,2,2019-03-30 11:37:39,2019-03-30 11:56:37,1,1.88,1,N,186,162,2,13.0,0.0,0.5,0.0,0.0,0.3,16.3,2.5
2270562,2,2019-03-09 18:12:14,2019-03-09 18:25:35,1,2.35,1,N,238,141,2,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5
6719407,2,2019-03-27 15:01:32,2019-03-27 15:15:33,1,0.84,1,N,161,230,1,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
5130789,2,2019-03-20 23:27:03,2019-03-20 23:56:41,1,18.21,2,N,132,68,1,52.0,0.0,0.5,12.21,5.76,0.3,73.27,2.5
4576811,2,2019-03-18 18:15:52,2019-03-18 18:20:56,1,0.66,1,N,48,246,1,5.5,1.0,0.5,0.0,0.0,0.3,9.8,2.5
4387570,1,2019-03-17 20:29:30,2019-03-17 20:43:15,1,3.0,1,N,41,244,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,0.0
2379204,2,2019-03-10 01:27:16,2019-03-10 01:31:01,6,0.6,1,N,79,211,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
2156456,2,2019-03-09 10:35:58,2019-03-09 10:46:37,1,1.97,1,N,113,170,2,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5
