Month,Day,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
,15,,12.548,12.269,,12.652,,,12.217,,12.482,12.045,12.336,11.75,12.116,12.189,11.907,12.066,11.523,12.145,11.873,11.803,11.969,11.71,11.468,11.636,11.665,11.558,11.261,11.033,11.43,11.268,11.497,10.748,10.811,10.614,11.492,11.085,10.963,10.588,10.815,10.839,10.849,10.679,10.816,10.854
,16,,,,12.465,,12.276,12.192,,11.921,,11.961,12.308,11.682,12.063,12.16,11.821,11.968,11.509,12.115,11.811,11.752,11.818,11.706,11.359,11.585,11.625,11.534,11.184,10.972,11.365,11.189,11.385,10.693,10.726,10.407,11.472,11.139,10.815,10.483,10.75,10.72,10.821,10.606,10.715,10.772
,17,,12.517,12.13,,12.476,,,12.109,,12.474,11.978,12.235,11.59,12.026,12.107,11.842,11.911,11.399,12.068,11.691,11.661,11.722,11.66,11.381,11.534,11.505,11.444,11.145,10.887,11.263,11.137,11.293,10.642,10.595,10.429,11.387,11.141,10.748,10.412,10.671,10.742,10.74,10.512,10.693,10.788
,18,,,,12.364,,12.146,12.079,,11.965,,11.869,12.233,11.497,11.959,12.026,11.826,11.896,11.311,12.025,11.664,11.59,11.642,11.598,11.295,11.489,11.462,11.363,11.12,10.796,11.131,11.072,11.285,10.399,10.557,10.346,11.342,10.997,10.767,10.385,10.61,10.801,10.637,10.454,10.654,10.605
,19,,12.415,12.043,,12.317,,,11.88,,12.396,11.803,12.171,11.487,11.946,11.989,11.709,11.826,11.314,12,11.583,11.545,11.511,11.573,11.224,11.439,11.387,11.352,11.056,10.76,11.065,11.024,11.188,10.315,10.436,10.299,11.218,10.863,10.738,10.301,10.564,10.694,10.529,10.483,10.578,10.555
,20,,,,12.216,,12.16,12.018,,11.861,,11.739,12.118,11.372,11.931,12.014,11.668,11.777,11.253,11.997,11.513,11.437,11.451,11.483,11.168,11.378,11.351,11.304,10.965,10.679,10.945,10.954,11.169,10.131,10.377,10.291,11.182,10.787,10.68,10.103,10.49,10.696,10.453,10.316,10.459,10.435
,21,,12.373,12.007,,12.145,,,11.81,,12.288,11.752,12.066,11.336,11.877,11.904,11.637,11.743,11.147,11.989,11.459,11.346,11.203,11.399,11.002,11.365,11.279,11.234,10.913,10.548,10.863,10.894,11.096,10.104,10.3,10.265,11.114,10.676,10.585,10.054,10.326,10.582,10.33,10.305,10.367,10.35
,22,,,,12.064,,12.111,11.966,,11.837,,11.693,11.966,11.34,11.904,11.886,11.58,11.68,11.055,11.932,11.397,11.271,11.028,11.4,10.883,11.356,11.12,11.243,10.853,10.48,10.824,10.803,11.064,10.014,10.231,10.093,11.078,10.562,10.547,9.97,10.262,10.483,10.258,10.195,10.254,10.315
,23,,12.243,11.842,,12.079,,,11.805,,12.217,11.571,11.957,11.308,11.821,11.911,11.575,11.704,11.08,11.843,11.352,11.153,10.922,11.344,10.795,11.331,11.064,11.127,10.794,10.45,10.737,10.719,10.882,9.981,10.131,10.035,10.965,10.395,10.521,9.903,10.172,10.411,10.199,10.098,10.3,10.214
,24,,,,12.003,,11.965,11.877,,11.797,,11.543,11.927,11.229,11.674,11.852,11.514,11.626,10.983,11.82,11.34,11.066,10.842,11.29,10.75,11.259,11.044,10.974,10.702,10.287,10.626,10.663,10.769,9.814,10.087,9.937,10.834,10.301,10.39,9.83,10.087,10.399,10.15,9.932,10.16,10.1
,25,,12.112,11.699,,11.918,,,11.61,,12.067,11.635,11.892,11.164,11.629,11.797,11.45,11.507,11.016,11.795,11.276,10.994,10.812,11.247,10.657,11.176,11.048,10.942,10.627,10.22,10.497,10.552,10.717,9.694,10.029,9.777,10.746,10.296,10.463,9.734,9.981,10.293,10.008,9.947,10.044,10.009
,26,,,,12.013,,11.989,11.783,,11.637,,11.39,11.804,11.116,11.646,11.82,11.346,11.442,10.967,11.727,11.148,10.945,10.722,11.18,10.61,11.056,10.903,10.911,10.56,10.106,10.447,10.504,10.633,9.645,9.897,9.712,10.584,10.236,10.381,9.741,9.959,10.225,9.902,9.918,9.868,9.984
,27,,11.977,11.585,,11.868,,,11.498,,11.956,11.376,11.749,11.088,11.495,11.752,11.318,11.426,10.895,11.688,11.054,10.848,10.737,11.137,10.455,11.064,10.839,10.849,10.397,10.018,10.391,10.393,10.626,9.501,9.732,9.678,10.448,10.063,10.251,9.665,9.873,10.136,9.736,9.86,9.769,9.93
,28,,,,11.796,,11.896,11.582,,11.547,,11.267,11.692,11.049,11.433,11.732,11.304,11.356,10.798,11.63,10.968,10.73,10.635,11.028,10.401,10.955,10.854,10.807,10.265,9.913,10.281,10.326,10.437,9.328,9.697,9.495,10.293,9.835,10.215,9.553,9.704,10.053,9.655,9.748,9.752,9.913
,29,,11.829,11.466,,11.76,,,11.393,,11.875,11.145,11.635,10.991,11.319,11.682,11.199,11.341,10.704,11.58,10.878,10.662,10.601,10.946,10.355,10.86,10.796,10.805,10.234,9.854,10.125,10.263,10.334,9.231,9.643,9.393,10.188,9.56,10.104,9.492,9.629,10.017,9.577,9.621,9.624,9.826
,30,,,,11.787,,11.748,11.439,,11.357,,11.138,11.616,10.855,11.278,11.569,11.069,11.232,10.63,11.571,10.809,10.587,10.565,10.899,10.297,10.767,10.624,10.814,10.211,9.82,9.952,10.199,10.393,9.257,9.532,9.335,10.015,9.617,10.008,9.404,9.439,9.986,9.54,9.476,9.571,9.695
July,1,,11.562,11.283,,11.425,,,11.135,,11.423,10.98,11.34,10.624,10.992,11.38,10.845,11.091,10.423,11.269,10.667,10.365,10.33,10.703,10.064,10.575,10.45,10.633,9.971,9.63,9.632,9.93,10.054,9.022,9.27,9.062,9.666,9.324,9.842,9.225,9.269,9.759,9.176,9.253,9.272,9.571
,2,,,,11.428,,11.515,11.202,,11.147,,10.919,11.277,10.571,10.885,11.341,10.809,11,10.346,11.24,10.577,10.36,10.308,10.678,10.032,10.556,10.344,10.542,9.878,9.5,9.452,9.921,9.929,8.943,9.206,8.971,9.596,9.234,9.828,9.147,9.147,9.66,9.093,9.18,9.105,9.495
,3,,11.363,11.075,,11.442,,,10.926,,11.329,10.885,11.128,10.49,10.79,11.28,10.751,10.94,10.294,11.178,10.544,10.293,10.248,10.6,9.96,10.556,10.268,10.402,9.823,9.439,9.21,9.821,9.858,8.987,9.144,8.954,9.457,9.125,9.746,9.031,9.115,9.633,9.049,8.994,8.812,9.421
,4,,,,11.33,,11.398,10.989,,11.162,,10.769,11.164,10.438,10.72,11.242,10.67,10.905,10.256,11.154,10.484,10.25,10.148,10.519,9.927,10.511,10.233,10.349,9.738,9.391,9.098,9.742,9.695,8.938,8.962,8.847,9.306,9.067,9.643,8.953,9.029,9.543,8.973,8.817,8.687,9.257
,5,,11.255,10.983,,11.344,,,10.791,,11.232,10.712,11.068,10.328,10.58,11.198,10.571,10.869,10.137,11.06,10.383,10.188,10.053,10.449,9.775,10.436,10.18,10.277,9.669,9.218,9.037,9.645,9.643,8.89,8.916,8.634,9.177,8.964,9.599,8.852,9.018,9.359,8.861,8.631,8.646,9.114
,6,,,,11.181,,11.261,10.807,,11.031,,10.61,11.002,10.305,10.306,11.087,10.416,10.844,9.894,10.986,10.322,10.101,10.031,10.375,9.672,10.315,10.1,10.288,9.508,9.135,8.897,9.649,9.504,8.774,8.801,8.572,9.084,8.907,9.573,8.823,8.909,9.389,8.7,8.444,8.596,9.107
,7,,10.936,10.852,,11.165,,,10.652,,11.126,10.49,10.914,10.21,10.212,11.052,10.176,10.737,9.754,10.891,10.221,10.041,9.976,10.352,9.642,10.204,10.02,10.218,9.406,9.16,8.784,9.491,9.386,8.721,8.688,8.521,8.972,8.879,9.379,8.781,8.773,9.189,8.573,8.316,8.431,9.105
,8,,,,11.022,,11.233,10.699,,10.882,,10.387,10.86,10.079,10.242,10.988,10.098,10.719,9.672,10.886,10.132,9.99,9.936,10.271,9.578,10.086,9.947,10.132,9.355,9.045,8.722,9.45,9.292,8.746,8.537,8.398,8.909,8.708,9.304,8.692,8.691,9.193,8.381,8.216,8.262,8.966
,9,,10.793,10.7,,11.043,,,10.382,,11.021,10.306,10.861,10.043,10.173,10.919,10.003,10.578,9.655,10.842,10.081,9.929,9.888,10.252,9.537,10.066,9.856,10.039,9.265,8.874,8.674,9.396,9.18,8.669,8.37,8.174,8.795,8.653,9.216,8.573,8.66,9.17,8.253,8.077,8.059,8.816
,10,,,,10.894,,11.108,10.477,,10.723,,10.267,10.711,9.881,10.023,10.825,9.909,10.498,9.477,10.751,9.948,9.82,9.846,10.087,9.481,9.986,9.824,9.963,9.197,8.811,8.583,9.315,9.03,8.611,8.253,8.13,8.718,8.534,9.048,8.524,8.615,9.012,8.115,7.959,8.122,8.736
,11,,10.662,10.575,,10.816,,,10.399,,10.819,10.218,10.633,9.815,10.07,10.853,9.735,10.441,9.389,10.649,9.722,9.699,9.809,10.029,9.446,9.733,9.763,9.867,9.167,8.714,8.463,9.211,9.001,8.58,8.144,8.032,8.682,8.392,8.968,8.358,8.469,8.85,8.055,7.853,7.969,8.737
,12,,,,10.691,,11.088,10.183,,10.571,,10.141,10.597,9.711,9.852,10.723,9.619,10.402,9.273,10.476,9.735,9.688,9.786,9.933,9.344,9.647,9.643,9.799,9.168,8.709,8.327,9.122,8.989,8.509,7.955,7.946,8.386,8.378,8.841,8.15,8.371,8.724,7.958,7.752,7.795,8.666
,13,,10.503,10.307,,10.664,,,10.112,,10.632,9.982,10.514,9.599,9.758,10.648,9.583,10.304,9.197,10.375,9.652,9.655,9.658,9.77,9.254,9.61,9.434,9.713,9.068,8.667,8.195,9.033,8.801,8.369,7.765,7.917,8.283,8.293,8.7,8.054,8.173,8.48,7.868,7.482,7.716,8.64
,14,,,,10.643,,10.913,10.117,,10.461,,9.939,10.3,9.548,9.594,10.603,9.488,10.157,9.131,10.264,9.512,9.634,9.68,9.696,9.189,9.525,9.443,9.529,9.043,8.601,8.065,8.982,8.701,8.311,7.704,7.868,8.262,8.18,8.682,7.972,8.081,8.37,7.791,7.317,7.717,8.542
,15,,10.401,10.203,,10.436,,,9.839,,10.525,9.765,10.199,9.284,9.491,10.481,9.449,10.013,9.029,10.217,9.37,9.523,9.622,9.565,9.136,9.398,9.366,9.518,8.857,8.552,8.001,8.766,8.573,8.253,7.609,7.705,8.193,8.074,8.601,7.905,7.912,8.435,7.673,7.241,7.554,8.425
,16,,,,10.354,,10.767,9.929,,10.211,,9.738,10.165,9.16,9.458,10.333,9.326,9.955,8.958,10.178,9.322,9.414,9.62,9.454,9.027,9.322,9.237,9.492,8.755,8.488,7.823,8.688,8.512,8.189,7.549,7.606,8.04,7.999,8.398,7.885,7.855,8.345,7.621,7.1,7.537,8.302
,17,,10.256,9.946,,10.264,,,9.702,,10.312,9.719,10.104,9.084,9.307,10.274,9.293,9.821,8.88,10.172,9.319,9.318,9.43,9.476,9.022,9.205,9.11,9.328,8.687,8.432,7.817,8.617,8.416,8.117,7.444,7.481,7.884,7.898,8.26,7.831,7.755,8.232,7.446,6.971,7.462,8.186
,18,,,,10.127,,10.491,9.711,,10.01,,9.673,9.99,9.04,9.216,10.252,9.172,9.761,8.723,10.016,9.233,9.275,9.427,9.335,8.947,9.081,9.007,9.185,8.544,8.375,7.751,8.511,8.374,7.959,7.299,7.42,7.83,7.864,8.116,7.775,7.645,8.152,7.25,6.844,7.3,8.026
,19,,9.927,9.847,,10.179,,,9.441,,10.068,9.568,9.837,8.949,9.213,10.133,9.062,9.658,8.645,9.996,9.101,9.215,9.368,9.264,8.908,8.986,8.951,9.168,8.559,8.248,7.62,8.408,8.235,7.799,7.259,7.35,7.779,7.839,7.955,7.672,7.586,8.111,7.117,6.719,7.299,8.004
,20,,,,9.826,,10.214,9.629,,9.759,,9.527,9.662,8.86,9.197,10.058,9.047,9.534,8.564,9.854,9.088,9.144,9.374,9.156,8.776,8.881,8.862,9.061,8.419,8.239,7.479,8.28,8.123,7.805,7.198,7.34,7.711,7.778,7.88,7.594,7.408,7.931,7.107,6.6,7.303,7.934
,21,,9.919,9.779,,10.022,,,9.213,,9.89,9.459,9.627,8.813,9.049,9.9,9.068,9.379,8.496,9.7,9.037,9.037,9.343,9.017,8.695,8.799,8.751,9.028,8.022,8.087,7.445,8.165,7.952,7.749,7.067,7.297,7.505,7.68,7.767,7.475,7.323,7.761,6.982,6.465,7.221,7.929
,22,,,,9.788,,10.076,9.472,,9.574,,9.376,9.607,8.759,9.006,9.906,8.944,9.273,8.461,9.63,8.949,8.972,9.171,8.957,8.682,8.675,8.646,8.935,7.961,7.972,7.393,8.108,7.76,7.658,7.048,7.184,7.412,7.631,7.671,7.449,7.283,7.614,6.901,6.335,7.126,7.736
,23,,9.668,9.594,,9.782,,,9.114,,9.711,9.191,9.497,8.569,8.944,9.838,8.849,9.268,8.39,9.544,8.751,8.889,9.097,8.871,8.648,8.461,8.53,8.881,7.872,7.913,7.251,7.989,7.694,7.461,6.999,7.118,7.355,7.649,7.519,7.343,7.341,7.356,6.86,6.295,7.067,7.614
,24,,,,9.538,,9.911,9.368,,9.323,,9.045,9.419,8.451,8.891,9.744,8.827,9.218,8.314,9.487,8.696,8.812,9.035,8.796,8.544,8.428,8.408,8.82,7.783,7.932,7.126,7.894,7.548,7.458,6.925,7.035,7.354,7.53,7.413,7.264,7.241,7.238,6.734,6.297,7.037,7.483
,25,,9.614,9.358,,9.638,,,8.851,,9.62,9.095,9.338,8.312,8.829,9.562,8.76,9.104,8.158,9.385,8.553,8.727,8.953,8.824,8.427,8.446,8.298,8.76,7.772,7.759,6.998,7.755,7.422,7.378,6.909,6.931,7.289,7.51,7.327,7.206,7.186,7.245,6.661,6.226,6.943,7.444
,26,,,,9.22,,9.655,9.298,,9.256,,9.09,9.304,8.208,8.603,9.437,8.679,9.08,8.049,9.325,8.542,8.72,8.908,8.777,8.415,8.246,8.305,8.653,7.704,7.708,6.886,7.746,7.337,7.32,6.808,6.809,7.169,7.392,7.308,7.149,7.133,7.162,6.591,6.241,6.829,7.195
,27,,9.556,9.166,,9.417,,,8.656,,9.469,8.995,9.13,8.095,8.513,9.358,8.594,9.007,7.988,9.284,8.53,8.71,8.788,8.637,8.327,8.086,8.294,8.466,7.538,7.717,6.785,7.675,7.227,7.202,6.805,6.677,7.195,7.35,7.219,7.061,7.038,7.077,6.477,6.156,6.797,7.135
,28,,,,9.106,,9.56,8.875,,9.111,,8.925,9.099,7.912,8.405,9.304,8.5,8.937,7.939,9.19,8.543,8.621,8.618,8.465,8.306,8.006,8.234,8.431,7.495,7.606,6.719,7.566,7.107,7.193,6.75,6.6,7.038,7.312,7.137,6.94,6.9,7.096,6.362,6.159,6.733,7.064
,29,,9.342,9.065,,9.22,,,8.4,,9.165,8.803,8.953,7.891,8.323,9.184,8.498,8.824,7.813,9.101,8.39,8.577,8.633,8.277,8.2,7.992,8.148,8.364,7.408,7.516,6.709,7.466,7.067,7.034,6.718,6.478,7.03,7.128,7.032,6.93,6.783,6.93,6.339,6.064,6.597,7.057
,30,,,,8.917,,9.364,8.907,,8.976,,8.778,8.861,7.864,8.224,9.076,8.518,8.734,7.709,9.03,8.252,8.493,8.56,8.176,8.133,7.911,8.059,8.311,7.303,7.453,6.657,7.347,7.001,6.9,6.693,6.4,7.029,7.055,6.895,6.773,6.693,6.711,6.187,6.075,6.595,7.063
,31,,9.223,8.868,,9.016,,,8.3,,8.979,8.717,8.86,7.752,8.069,9.038,8.508,8.629,7.586,8.962,8.08,8.41,8.493,8.142,8.087,7.77,7.947,8.22,7.176,7.364,6.629,7.327,7.018,6.77,6.661,6.368,6.976,7.035,6.847,6.677,6.718,6.584,6.115,6.034,6.467,6.906
August,1,,,,8.733,,9.224,8.745,,8.762,,8.588,8.83,7.686,7.969,8.888,8.306,8.505,7.513,8.925,7.979,8.309,8.389,8.004,8.079,7.588,7.788,8.125,7.107,7.325,6.461,7.203,6.994,6.623,6.572,6.255,6.904,6.984,6.708,6.509,6.559,6.53,6.023,5.966,6.448,6.86
,2,,9,8.76,,8.939,,,8.152,,8.67,8.518,8.765,7.536,7.98,8.813,8.204,8.377,7.378,8.844,7.913,8.201,8.325,7.935,8.022,7.495,7.722,7.954,7.042,7.233,6.341,7.096,6.936,6.565,6.61,6.152,6.804,6.859,6.63,6.398,6.469,6.526,5.924,5.859,6.429,6.737
,3,,,,8.587,,9.046,8.496,,8.649,,8.478,8.69,7.52,7.859,8.707,8.134,8.37,7.393,8.792,7.863,8.243,8.299,7.891,7.934,7.444,7.555,7.864,7.014,7.159,6.25,7.089,6.905,6.574,6.52,5.977,6.654,6.803,6.449,6.208,6.355,6.41,5.828,5.834,6.374,6.703
,4,,8.859,8.611,,8.746,,,8.074,,8.371,8.427,8.548,7.505,7.744,8.638,8.128,8.344,7.298,8.723,7.755,8.198,8.255,7.759,7.941,7.472,7.601,7.795,7.031,7.097,6.2,6.948,6.839,6.558,6.462,5.99,6.613,6.751,6.441,6.267,6.206,6.368,5.78,5.774,6.112,6.618
,5,,,,8.326,,8.935,8.303,,8.51,,8.382,8.474,7.368,7.788,8.545,8.119,8.229,7.255,8.661,7.78,8.146,8.05,7.756,7.98,7.331,7.538,7.74,6.92,7.014,6.065,6.69,6.805,6.449,6.298,5.768,6.644,6.739,6.44,6.203,6.16,6.253,5.595,5.792,6.07,6.601
,6,,8.744,8.548,,8.672,,,7.995,,8.242,8.413,8.417,7.307,7.811,8.505,8.07,8.209,7.196,8.708,7.701,8.056,8.028,7.686,7.891,7.251,7.51,7.609,6.771,6.974,5.923,6.584,6.776,6.365,6.17,5.632,6.619,6.66,6.397,6.044,6.091,6.124,5.464,5.751,6.06,6.527
,7,,,,8.176,,8.731,8.189,,8.373,,8.355,8.319,7.15,7.715,8.401,7.96,8.089,7.105,8.642,7.577,8.002,7.957,7.721,7.836,7.148,7.299,7.472,6.715,6.883,5.882,6.516,6.719,6.303,6.071,5.467,6.505,6.599,6.249,5.966,5.96,6.04,5.392,5.709,6.149,6.519
,8,,8.61,8.348,,8.45,,,7.754,,8.165,8.399,8.295,7.164,7.722,8.256,7.912,7.956,7.008,8.621,7.533,7.94,7.878,7.68,7.819,7.064,7.202,7.388,6.662,6.892,5.823,6.539,6.703,6.263,5.945,5.256,6.441,6.629,6.196,5.919,5.815,5.998,5.385,5.659,6.086,6.518
,9,,,,8,,8.638,8.027,,8.2,,8.27,8.237,7.098,7.731,8.185,7.852,7.912,6.946,8.544,7.486,7.869,7.848,7.671,7.747,6.868,7.17,7.261,6.577,6.78,5.741,6.421,6.574,6.217,5.873,5.088,6.369,6.553,6.171,5.926,5.782,5.963,5.303,5.579,6.068,6.443
,10,,8.328,8.202,,8.437,,,7.639,,8.072,8.107,8.195,7.068,7.642,8.142,7.757,7.816,6.898,8.491,7.367,7.793,7.693,7.539,7.694,6.809,7.109,7.213,6.494,6.717,5.603,6.285,6.51,6.209,5.857,5.118,6.325,6.457,6.012,5.819,5.658,5.864,5.1,5.561,6.024,6.369
,11,,,,7.917,,8.46,8.002,,8.042,,8.114,8.113,7.018,7.629,7.999,7.633,7.724,6.859,8.415,7.399,7.744,7.582,7.499,7.716,6.76,7.1,7.15,6.433,6.669,5.59,6.259,6.493,6.086,5.843,5.021,6.265,6.363,5.829,5.646,5.567,5.891,5.098,5.56,5.927,6.339
,12,,8.284,8.041,,8.366,,,7.525,,7.793,8.017,8.048,7.007,7.586,8.015,7.56,7.709,6.791,8.378,7.345,7.76,7.503,7.45,7.692,6.704,7.103,7.057,6.384,6.609,5.519,6.155,6.442,6.055,5.779,4.938,6.21,6.251,5.834,5.571,5.516,5.86,5.1,5.43,5.844,6.261
,13,,,,7.883,,8.32,7.918,,7.934,,8.005,8.02,6.924,7.516,8.009,7.443,7.627,6.748,8.348,7.296,7.68,7.383,7.437,7.566,6.642,6.968,6.985,6.377,6.613,5.462,6.095,6.377,6.013,5.649,4.889,6.128,6.184,5.776,5.605,5.455,5.737,4.981,5.378,5.777,6.135
,14,,8.138,7.82,,8.152,,,7.442,,7.557,7.949,7.93,6.891,7.464,7.994,7.41,7.545,6.721,8.247,7.343,7.571,7.341,7.3,7.535,6.6,6.953,6.865,6.373,6.517,5.387,6.025,6.234,5.949,5.52,4.724,6.067,6.173,5.752,5.512,5.449,5.636,4.963,5.183,5.749,
,15,,,,7.804,,8.073,7.816,,7.912,,7.922,7.887,6.861,7.466,7.915,7.326,7.588,6.699,8.196,7.315,7.427,7.289,7.195,7.463,6.631,6.848,6.878,6.301,6.541,5.329,5.974,6.192,5.947,5.418,4.679,6.032,6.082,5.588,5.377,5.381,5.561,4.901,5.166,5.743,
,16,,7.971,7.765,,8.008,,,7.331,,7.382,7.865,7.906,6.723,7.465,7.794,7.247,7.533,6.651,8.163,7.275,7.469,7.209,7.152,7.451,6.54,6.817,6.683,6.282,6.437,5.253,5.893,6.143,5.928,5.451,4.619,5.934,6.022,5.539,5.276,5.275,5.476,4.898,4.994,5.67,
,17,,,,7.724,,7.948,7.698,,7.908,,7.84,7.844,6.649,7.404,7.757,7.208,7.428,6.675,8.172,7.239,7.467,7.166,7.085,7.404,6.434,6.758,6.68,6.168,6.45,5.178,5.851,6.077,5.855,5.438,4.545,5.929,5.94,5.538,5.219,5.296,5.449,4.851,4.929,5.619,
,18,,7.811,7.761,,8.027,,,7.212,,7.39,7.731,7.783,6.607,7.306,7.73,7.194,7.381,6.624,8.031,7.204,7.377,7.109,7.088,7.453,6.389,6.818,6.607,6.122,6.407,5.071,5.73,6.002,5.789,5.331,4.52,5.864,5.825,5.421,5.157,5.276,5.453,4.766,4.876,5.62,
,19,,,,7.667,,7.899,7.548,,7.799,,7.719,7.605,6.6,7.349,7.775,7.12,7.446,6.642,8.041,7.242,7.318,6.995,6.96,7.344,6.317,6.7,6.58,6.046,6.235,5.056,5.619,5.869,5.742,5.255,4.405,5.784,5.795,5.378,5.082,5.242,5.422,4.767,4.761,5.587,
,20,,7.659,7.717,,7.915,,,7.19,,7.319,7.735,7.527,6.511,7.33,7.682,7.079,7.367,6.614,7.995,7.147,7.292,6.861,6.864,7.272,6.275,6.633,6.492,6.039,6.118,4.997,5.624,5.815,5.679,5.18,4.313,5.789,5.758,5.356,4.976,5.256,5.277,4.756,4.719,5.547,
,21,,,,7.593,,7.903,7.461,,7.706,7.21,7.719,7.469,6.564,7.23,7.674,7.009,7.272,6.575,7.945,7.185,7.186,6.752,6.872,7.223,6.241,6.638,6.425,6.017,6.138,4.923,5.539,5.783,5.596,5.12,4.275,5.713,5.705,5.333,4.971,5.243,5.254,4.744,4.574,5.517,
,22,,7.566,7.758,,7.79,,,7.139,,7.21,7.635,7.407,6.46,7.218,7.614,6.934,7.339,6.551,7.918,7.224,7.16,6.647,6.777,7.186,6.209,6.615,6.344,6.031,6.158,4.901,5.476,5.714,5.54,5.015,4.216,5.624,5.665,5.222,5.042,5.197,5.2,4.635,4.592,5.462,
,23,,,,7.53,,7.777,7.401,,7.722,7.265,7.524,7.443,6.41,7.185,7.562,6.856,7.334,6.398,7.878,7.151,7.188,6.538,6.675,7.101,6.209,6.559,6.302,6.004,6.121,4.872,5.419,5.622,5.508,4.98,4.105,5.668,5.657,5.099,4.962,5.13,5.222,4.625,4.543,5.368,
,24,,7.577,7.578,,7.759,,,7.012,,7.216,7.5,7.457,6.359,7.102,7.536,6.814,7.273,6.369,7.822,7.012,7.103,6.443,6.722,7.035,6.141,6.547,6.284,5.951,6.122,4.837,5.236,5.568,5.479,4.952,4.006,5.611,5.552,5.028,4.878,5.003,5.159,4.641,4.567,5.416,
,25,,,,7.495,,7.639,7.346,,7.661,7.157,7.372,7.459,6.318,7.151,7.446,6.853,7.282,6.402,7.752,6.906,7.064,6.449,6.625,7.07,6.157,6.54,6.224,5.879,6.08,4.793,5.106,5.584,5.396,4.84,3.912,5.589,5.539,5.005,4.783,4.946,5.128,4.675,4.445,5.348,
,26,,7.421,7.667,,7.7,,,6.907,,7.145,7.442,7.475,6.274,7.02,7.428,6.714,7.197,6.357,7.636,6.822,7.031,6.454,6.616,6.994,6.071,6.583,6.215,5.87,6.082,4.8,5.019,5.518,5.337,4.843,3.906,5.518,5.548,4.897,4.702,4.971,5.095,4.636,4.429,5.303,
,27,,,,7.408,,7.534,7.272,,7.577,7.079,7.442,7.354,6.254,6.97,7.4,6.633,7.24,6.295,7.628,6.806,6.956,6.482,6.554,6.981,5.997,6.511,6.181,5.839,6.077,4.83,5.037,5.46,5.278,4.838,3.785,5.472,5.5,4.771,4.535,4.984,5.066,4.602,4.408,5.241,
,28,,7.364,7.588,,7.582,,,6.863,,7.123,7.298,7.351,6.238,6.976,7.404,6.528,7.242,6.306,7.614,6.774,6.856,6.365,6.495,7.023,6.002,6.495,6.058,5.839,6,4.718,5.023,5.47,5.272,4.799,3.758,5.387,5.429,4.693,4.62,4.973,5.022,4.632,4.354,5.226,
,29,,,,7.296,,7.445,7.057,,7.498,7.041,7.264,7.182,6.21,6.889,7.346,6.469,7.258,6.284,7.489,6.741,6.796,6.298,6.544,6.957,5.948,6.476,6.033,5.765,5.971,4.695,5.012,5.419,5.216,4.716,3.691,5.332,5.494,4.639,4.507,4.945,5.01,4.649,4.329,5.137,
,30,,7.284,7.6,,7.55,,,6.793,,7.019,7.302,7.157,6.231,6.873,7.286,6.464,7.161,6.264,7.496,6.722,6.796,6.204,6.352,6.987,5.966,6.461,6.021,5.642,5.963,4.584,4.938,5.318,5.184,4.649,3.764,5.346,5.452,4.64,4.435,4.877,5.057,4.59,4.226,5.126,
,31,,,,7.37,,7.402,7.058,,7.42,7.072,7.307,7.148,6.211,6.786,7.237,6.449,7.065,6.26,7.479,6.734,6.777,6.201,6.314,6.889,5.866,6.395,6.015,5.64,5.982,4.528,4.904,5.347,5.147,4.582,3.648,5.279,5.446,4.53,4.372,4.863,5.008,4.512,4.223,5.117,
September,1,,7.228,7.544,,7.404,,,6.724,,6.967,7.189,7.088,6.198,6.766,7.235,6.348,7.072,6.189,7.356,6.671,6.705,6.192,6.229,6.789,5.828,6.283,5.93,5.654,5.937,4.475,4.828,5.355,5.129,4.592,3.573,5.275,5.38,4.466,4.33,4.804,4.945,4.442,4.105,5.076,
,2,,,,7.203,,7.321,6.828,,7.229,6.89,7.217,7.075,6.191,6.706,7.319,6.321,7.023,6.15,7.307,6.628,6.705,6.062,6.16,6.807,5.827,6.321,5.967,5.615,6.03,4.462,4.717,5.257,5.074,4.597,3.562,5.273,5.371,4.457,4.287,4.812,4.895,4.433,4.097,5.043,
,3,,7.147,7.555,,7.248,,,6.61,,6.909,7.205,7.082,6.207,6.797,7.296,6.304,7.027,6.076,7.243,6.602,6.639,6.03,6.182,6.787,5.759,6.252,5.926,5.631,5.997,4.45,4.741,5.26,5.023,4.527,3.562,5.249,5.37,4.509,4.31,4.825,4.887,4.359,4.041,5.074,
,4,,,,7.162,,7.314,6.697,,7.21,7.008,7.183,7.003,6.116,6.796,7.279,6.265,6.946,6.012,7.245,6.632,6.634,6,6.199,6.779,5.698,6.241,5.946,5.655,5.903,4.423,4.686,5.193,4.95,4.425,3.545,5.171,5.32,4.541,4.259,4.826,4.88,4.328,3.908,5.073,
,5,,7.037,7.533,,7.233,,,6.505,,7.041,7.18,6.998,6.141,6.728,7.234,6.205,6.934,6.013,7.198,6.684,6.58,5.893,6.272,6.782,5.638,6.165,5.963,5.655,5.889,4.376,4.691,5.269,4.925,4.382,3.505,5.156,5.255,4.485,4.213,4.759,4.87,4.352,3.898,4.973,
